word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,overarcing_theme
not,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,3,0.0,3,1,not,0.0010630758327427,0.4860001779968491,0.2666666666666666,"data, scheme, classi, class, overlapping"
largest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,7,1,largest,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
mainly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0342333333333333,6,1,mainly,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
work,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0737333333333333,4,1,work,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
formance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3622666666666667,8,1,formance,0.0010630758327427,0.4860001779968491,0.0,"data, scheme, classi, class, overlapping"
combined,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0754333333333333,8,1,combined,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
divided,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1468,7,1,divided,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
same,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4649333333333333,4,1,same,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
an,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0.2041333333333333,2,1,an,0.0010630758327427,0.4860001779968491,0.2,"data, scheme, classi, class, overlapping"
much,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.62,4,1,much,0.0010630758327427,0.4860001779968491,0.2,"data, scheme, classi, class, overlapping"
learns,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.121,6,1,learns,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
libsvm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,6,1,libsvm,0.0010630758327427,0.4860001779968491,0.0,"data, scheme, classi, class, overlapping"
sensitive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2890999999999999,9,1,sensitive,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
studies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4230666666666667,7,1,studies,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
ones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2890999999999999,4,1,ones,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
if,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,-0.1630666666666666,2,1,if,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
clas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0278999999999999,4,1,clas,0.0010630758327427,0.4860001779968491,0.0,"data, scheme, classi, class, overlapping"
after,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0.2978,5,1,after,0.0010630758327427,0.4860001779968491,0.2,"data, scheme, classi, class, overlapping"
distinct,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1339666666666666,8,1,distinct,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
five,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,4,1,five,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
inosphere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.076,9,1,inosphere,0.0010630758327427,0.4860001779968491,0.0,"data, scheme, classi, class, overlapping"
observation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5327666666666667,11,1,observation,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
what,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0.4535666666666667,4,1,what,0.0010630758327427,0.4860001779968491,0.2,"data, scheme, classi, class, overlapping"
diabetes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2123,8,1,diabetes,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
using,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3930666666666667,5,1,using,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
et,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0.4507333333333332,2,1,et,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
algorithm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.0781666666666666,9,1,algorithm,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
seen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4132333333333333,4,1,seen,0.0010630758327427,0.4860001779968491,0.2,"data, scheme, classi, class, overlapping"
values,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.7028666666666666,6,1,values,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2755333333333333,1,1,o,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
called,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0735666666666666,6,1,called,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
they,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,-0.1646333333333333,4,1,they,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
volume,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0206333333333333,6,1,volume,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
china,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0395999999999999,5,1,china,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
training,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2869,8,1,training,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
g,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1133333333333333,1,1,g,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
cause,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.2929,5,1,cause,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
has,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,-0.0649333333333333,3,1,has,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2302666666666666,5,1,multi,0.0010630758327427,0.4860001779968491,0.0,"data, scheme, classi, class, overlapping"
sphere,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0206333333333333,6,1,sphere,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
gions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0506333333333333,5,1,gions,0.0010630758327427,0.4860001779968491,0.0,"data, scheme, classi, class, overlapping"
n,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4507333333333332,1,1,n,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
such,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1485,4,1,such,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
vector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4019,6,1,vector,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
improvements,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5035333333333333,12,1,improvements,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
were,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0468,4,1,were,0.0010630758327427,0.4860001779968491,0.2,"data, scheme, classi, class, overlapping"
boundary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0135666666666666,8,1,boundary,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
number,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.0112666666666666,6,1,number,0.0010630758327427,0.4860001779968491,0.1333333333333333,"data, scheme, classi, class, overlapping"
sep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2528666666666666,3,1,sep,0.0010630758327427,0.4860001779968491,0.0,"data, scheme, classi, class, overlapping"
some,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,3,-0.4644333333333333,4,1,some,0.0010630758327427,0.4860001779968491,0.2666666666666666,"data, scheme, classi, class, overlapping"
domain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3642333333333333,6,1,domain,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
summary,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.07775,7,1,summary,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
size,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.47755,4,1,size,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
rules,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,5,1,rules,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
complicated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,11,1,complicated,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
prob,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.23835,4,1,prob,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
nos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.17,3,1,nos,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
problems,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.47635,8,1,problems,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
narrowed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1591,8,1,narrowed,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
relatively,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0.6369,10,1,relatively,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
however,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,7,1,however,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
those,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0.3062,5,1,those,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
arating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3792999999999999,7,1,arating,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
but,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.27495,3,1,but,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
separately,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.6919500000000001,10,1,separately,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0258,2,0,er,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
hardly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.303,6,1,hardly,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
overall,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.1924,7,1,overall,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
informa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.5574,7,1,informa,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
lem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.23835,3,1,lem,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
datasets,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,datasets,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
comparison,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,comparison,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
among,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7557,5,1,among,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
german,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,german,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.17,2,0,na,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
experiments,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.08895,11,1,experiments,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
splice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,splice,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
lying,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.3174,5,1,lying,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
widely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.27115,6,1,widely,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
investigate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.20095,11,1,investigate,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
random,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,random,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.36845,6,1,degree,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
prati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,prati,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
almost,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.49295,6,1,almost,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
focus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,focus,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
generated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,generated,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
cially,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,cially,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
arti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,arti,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
where,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0593999999999999,5,1,where,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
given,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.39225,5,1,given,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
previous,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,previous,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
performances,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1591,12,1,performances,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
means,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.0332999999999999,5,1,means,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
detection,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-0.5859,9,1,detection,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
close,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.08895,5,1,close,0.0007087172218284,0.4412300856834651,0.2666666666666666,"data, scheme, classi, class, overlapping"
boundaries,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,boundaries,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
known,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.64215,5,1,known,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
second,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1591,6,1,second,0.0007087172218284,0.4412300856834651,0.2666666666666666,"data, scheme, classi, class, overlapping"
ticular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.64215,7,1,ticular,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
described,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,described,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
models,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,models,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
without,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.5319,7,1,without,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
presence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.08895,8,1,presence,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
therefore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.11205,9,1,therefore,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
system,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.1591,6,1,system,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
handle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.4450499999999999,6,1,handle,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
speci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.20095,5,1,speci,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
cally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.20095,5,1,cally,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
discard,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.05445,7,1,discard,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
experimental,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.23845,12,1,experimental,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
comparative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.28595,11,1,comparative,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
employed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,employed,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
interrelationship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.36335,17,1,interrelationship,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
how,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,-0.20095,3,1,how,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
label,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,label,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
v,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2294,1,1,v,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.1591,2,0,ca,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
separat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.77425,7,1,separat,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
ond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.29,3,1,ond,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
sec,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.29,3,1,sec,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
namely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.3749,6,1,namely,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
machine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.24695,7,1,machine,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
keywords,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.4019,8,1,keywords,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
mining,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.046,6,1,mining,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
par,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.64215,3,1,par,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
radius,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.17,6,1,radius,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
der,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,der,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
function,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5602,8,1,function,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
center,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.17,6,1,center,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
above,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3454,5,1,above,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
vectors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.54635,7,1,vectors,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
finally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.50845,7,1,finally,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
vided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.20095,5,1,vided,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
only,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.3454,4,1,only,0.0007087172218284,0.4412300856834651,0.2666666666666666,"data, scheme, classi, class, overlapping"
recog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,recog,0.0007087172218284,0.4412300856834651,0.0,"data, scheme, classi, class, overlapping"
x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1,1,x,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.17,3,1,min,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
minimum,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.20095,7,1,minimum,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
characteristics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.29295,15,1,characteristics,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
lagrangian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3902,10,1,lagrangian,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
following,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.17,9,1,following,0.0007087172218284,0.4412300856834651,0.2,"data, scheme, classi, class, overlapping"
often,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.06355,5,1,often,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
con,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.20095,3,1,con,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
all,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,2,0.5799,3,1,all,0.0007087172218284,0.4412300856834651,0.3333333333333333,"data, scheme, classi, class, overlapping"
become,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.24695,6,1,become,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
space,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,space,0.0007087172218284,0.4412300856834651,0.1333333333333333,"data, scheme, classi, class, overlapping"
occurs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.4588,6,1,occurs,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
feature,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,feature,0.0007087172218284,0.4412300856834651,0.0666666666666666,"data, scheme, classi, class, overlapping"
