word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,overarcing_theme
reconnaissance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.0734333333333333,14,1,reconnaissance,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
j,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,1,1,j,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
referred,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0109333333333333,8,1,referred,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
left,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.7442000000000001,4,1,left,0.0002078713968957,0.4860001779968491,0.2666666666666666,"countries, cold, us, ussr, war"
dissolution,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.5518666666666667,11,1,dissolution,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
five,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5919333333333333,4,1,five,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
czech,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.0436333333333333,5,1,czech,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
collective,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.3688,10,1,collective,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
location,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0810333333333333,8,1,location,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
equipment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4082666666666666,9,1,equipment,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
offensive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0094999999999999,9,1,offensive,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
upheavals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.4923999999999999,9,1,upheavals,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
prague,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1847,6,1,prague,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
able,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3890666666666666,4,1,able,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
sent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2013,4,1,sent,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
indian,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0211666666666666,6,1,indian,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
make,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0803999999999999,4,1,make,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
triggered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.6902666666666667,9,1,triggered,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
pretext,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.6748999999999999,7,1,pretext,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
principle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0840333333333333,9,1,principle,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
carrying,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4331333333333333,8,1,carrying,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
conducive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3452,9,1,conducive,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
safeguarding,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.8019666666666666,12,1,safeguarding,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
rapid,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0242333333333333,5,1,rapid,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
aimed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1812,5,1,aimed,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
negative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0164333333333333,8,1,negative,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
oil,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5577,3,1,oil,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
invasion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1161333333333333,8,1,invasion,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
achievements,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2277666666666666,12,1,achievements,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
activities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2978,10,1,activities,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
conditions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5236,10,1,conditions,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
being,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.4540333333333333,5,1,being,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
level,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1668666666666666,5,1,level,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
reflecting,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.4667999999999999,10,1,reflecting,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
eventually,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3013333333333333,10,1,eventually,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
alliances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0679666666666666,9,1,alliances,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
equal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3149666666666666,5,1,equal,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
path,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2182333333333333,4,1,path,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
wanted,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.2828666666666666,6,1,wanted,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
washington,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0171333333333333,10,1,washington,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
april,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4122666666666667,5,1,april,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
never,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,-0.6749333333333333,5,1,never,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
big,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.2123,3,1,big,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
deteriorated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1348666666666666,12,1,deteriorated,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
deterioration,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0674333333333333,13,1,deterioration,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
france,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5306000000000001,6,1,france,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
members,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0768333333333333,7,1,members,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
formally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1761,8,1,formally,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
slovakia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.0436333333333333,8,1,slovakia,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
armed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.2450333333333333,5,1,armed,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
contributions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5211333333333333,13,1,contributions,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
toward,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3712,6,1,toward,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
allowing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0359333333333333,8,1,allowing,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
oppose,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1563333333333333,6,1,oppose,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
emphasizing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0718333333333333,11,1,emphasizing,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
leadership,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3086666666666667,10,1,leadership,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
class,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2553333333333333,5,1,class,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
unequal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3422333333333333,7,1,unequal,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
pursued,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1793666666666666,7,1,pursued,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
newly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5287999999999999,5,1,newly,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
jointly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0400999999999999,7,1,jointly,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
promoting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1705999999999999,9,1,promoting,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
half,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.6421333333333333,4,1,half,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
extremely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1741333333333333,9,1,extremely,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
rights,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.7196333333333333,6,1,rights,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
prices,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.3662666666666667,6,1,prices,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0315,8,1,products,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
sea,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.0853333333333333,3,1,sea,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
across,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0426666666666666,6,1,across,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
october,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0132333333333333,7,1,october,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
blockade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0389666666666666,8,1,blockade,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
warheads,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0123333333333333,8,1,warheads,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
intervention,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3505,12,1,intervention,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
stopped,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.6749333333333333,7,1,stopped,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
areas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.2187666666666667,5,1,areas,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.458,10,1,agreements,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
reached,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1936333333333333,7,1,reached,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
hegemonic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.5484,9,1,hegemonic,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
stage,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3228333333333333,5,1,stage,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
extensive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1233333333333333,9,1,extensive,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
movements,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5478666666666666,9,1,movements,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
decline,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.5290333333333334,7,1,decline,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
strategies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.5906333333333333,10,1,strategies,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
resistance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0638666666666666,10,1,resistance,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
turmoil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1141666666666666,7,1,turmoil,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
increasingly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3617999999999999,12,1,increasingly,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
worlds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1437666666666666,6,1,worlds,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
game,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.8028666666666667,4,1,game,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
afghan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.4285333333333334,6,1,afghan,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
protect,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.7860666666666667,7,1,protect,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
amount,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5639333333333333,6,1,amount,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
university,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,10,1,university,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
intermediate,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.4323999999999999,12,1,intermediate,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
harry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.4197,5,1,harry,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
minister,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0478666666666666,8,1,minister,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0522333333333333,5,1,heart,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
administration's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4185,16,1,administration's,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
understanding,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4039,13,1,understanding,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
mode,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.4785999999999999,4,1,mode,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
because,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,-0.3799999999999999,7,1,because,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
existence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.7703333333333333,9,1,existence,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
another,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,-0.4884666666666666,7,1,another,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
tense,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.8743,5,1,tense,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
re,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.7174,2,1,re,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
implementation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2014,14,1,implementation,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
nixon's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1589,7,1,nixon's,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
tonkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-0.5423,6,1,tonkin,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.5880666666666667,4,1,city,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
southeast,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.6318,9,1,southeast,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
reunification,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.5106,13,1,reunification,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
full,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.8067333333333333,4,1,full,0.0002078713968957,0.4860001779968491,0.2666666666666666,"countries, cold, us, ussr, war"
clear,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.8215666666666667,5,1,clear,0.0002078713968957,0.4860001779968491,0.2666666666666666,"countries, cold, us, ussr, war"
asian,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4775333333333333,5,1,asian,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
recover,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5044333333333334,7,1,recover,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
seen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0458,4,1,seen,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
strongly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0617333333333333,8,1,strongly,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
perspective,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0766666666666666,11,1,perspective,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
faced,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0458333333333333,5,1,faced,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
adopted,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.6824333333333333,7,1,adopted,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
politically,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1397,11,1,politically,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
stable,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3587,6,1,stable,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
enhance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.6031,7,1,enhance,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
turkey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0727,6,1,turkey,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
emphasized,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0199,10,1,emphasized,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
return,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1183,6,1,return,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
muslim,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.1339666666666666,6,1,muslim,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
help,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.8267666666666668,4,1,help,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
industrial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2607666666666667,10,1,industrial,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
his,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,-0.5176,3,1,his,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
taken,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1164666666666666,5,1,taken,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
side,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.5446333333333333,4,1,side,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
involved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1007,8,1,involved,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3612666666666667,4,1,year,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
presence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3705666666666666,8,1,presence,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
caused,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.8428666666666667,6,1,caused,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
change,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5790000000000001,6,1,change,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
weakened,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3515,8,1,weakened,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
intensified,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.6983333333333333,11,1,intensified,0.0002078713968957,0.4860001779968491,0.1333333333333333,"countries, cold, us, ussr, war"
symbol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1262666666666666,6,1,symbol,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
prime,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0478666666666666,5,1,prime,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.7778999999999999,3,1,day,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
theories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.8652333333333333,8,1,theories,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
growing,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.0264333333333333,7,1,growing,0.0002078713968957,0.4860001779968491,0.2,"countries, cold, us, ussr, war"
victory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.5130333333333333,7,1,victory,0.0002078713968957,0.4860001779968491,0.0666666666666666,"countries, cold, us, ussr, war"
advocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0733333333333333,9,1,advocated,0.0002078713968957,0.4860001779968491,0.0,"countries, cold, us, ussr, war"
