word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score
learnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.8134039999999999,6,0,learn,1.835538671862954e-05,-1.9119921772702029,0.0
usko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0.108752,4,0,uso,1.835538671862954e-05,-1.9119921772702029,0.0
selecting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.230848,9,0,selectin,1.835538671862954e-05,-1.9119921772702029,0.0
simplest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,-0.11316,8,0,simples,1.835538671862954e-05,-1.9119921772702029,0.0
yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0.3130600000000001,2,0,yr,1.835538671862954e-05,-1.9119921772702029,0.0
gb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0.104188,2,0,gb,1.835538671862954e-05,-1.9119921772702029,0.0
today's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.1389759999999999,7,0,todays,1.835538671862954e-05,-1.9119921772702029,0.0
bhot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0.2119959999999999,4,0,bot,1.835538671862954e-05,-1.9119921772702029,0.0
who's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.5618000000000001,5,0,whos,1.835538671862954e-05,-1.9119921772702029,0.0
veryvery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0.160104,8,0,servery,1.835538671862954e-05,-1.9119921772702029,0.0
hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0.317348,2,0,hr,1.835538671862954e-05,-1.9119921772702029,0.0
aapka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0.1786416666666667,5,0,aapa,1.7621171249884363e-05,-1.9191491813638268,0.0
kafi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0.41935,4,0,kaf,1.7621171249884363e-05,-1.9191491813638268,0.0
sabhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0.3717125,5,0,sabha,1.7621171249884363e-05,-1.9191491813638268,0.0
aise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0.1797666666666666,4,0,ais,1.7621171249884363e-05,-1.9191491813638268,0.0
roleplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0.1687541666666666,8,0,rôleplay,1.7621171249884363e-05,-1.9191491813638268,0.0
iphone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.1665666666666667,6,0,phone,1.7621171249884363e-05,-1.9191491813638268,0.0
eg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.2717583333333334,2,0,eg,1.7621171249884363e-05,-1.9191491813638268,0.0
hoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0.1378083333333333,4,0,hog,1.7621171249884363e-05,-1.9191491813638268,0.0
discussing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.3793958333333334,10,0,disclosing,1.7621171249884363e-05,-1.9191491813638268,0.0
underrated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.644425,10,0,underrate,1.7621171249884363e-05,-1.9191491813638268,0.0
unsubscribe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,-0.2215291666666667,11,0,unsubscriber,1.7621171249884363e-05,-1.9191491813638268,0.0
apni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0.3366458333333333,4,0,api,1.7621171249884363e-05,-1.9191491813638268,0.0
yall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.1576916666666666,4,0,all,1.7621171249884363e-05,-1.9191491813638268,0.0
cv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,0.6357041666666667,2,0,cv,1.7621171249884363e-05,-1.9191491813638268,0.0
agentic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.5899541666666667,7,0,argentic,1.7621171249884363e-05,-1.9191491813638268,0.0
delivering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0.1199782608695652,10,0,deliverring,1.688695578113918e-05,-1.9266108288947248,0.0
banane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0.2030521739130434,6,0,banan,1.688695578113918e-05,-1.9266108288947248,0.0
uska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0.1295521739130434,4,0,urka,1.688695578113918e-05,-1.9266108288947248,0.0
canceling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,-0.0835739130434782,9,0,cancelling,1.688695578113918e-05,-1.9266108288947248,0.0
kaise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0.1186391304347826,5,0,paise,1.688695578113918e-05,-1.9266108288947248,0.0
bohat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0.37865,5,0,boat,1.6152740312394e-05,-1.9344042121046117,0.0
mr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0.6602136363636364,2,0,mr,1.6152740312394e-05,-1.9344042121046117,0.0
banaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.2298590909090909,6,0,banya,1.6152740312394e-05,-1.9344042121046117,0.0
aata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0.1844136363636363,4,0,rata,1.6152740312394e-05,-1.9344042121046117,0.0
rahi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.2314954545454545,4,0,ahi,1.6152740312394e-05,-1.9344042121046117,0.0
dete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.2333545454545454,4,0,dee,1.6152740312394e-05,-1.9344042121046117,0.0
one's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0.589472727272727,5,0,ones,1.6152740312394e-05,-1.9344042121046117,0.0
realy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0.5154727272727272,5,0,real,1.6152740312394e-05,-1.9344042121046117,0.0
revisiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0.5982136363636363,10,0,revisitting,1.6152740312394e-05,-1.9344042121046117,0.0
apna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.1665227272727272,4,0,ana,1.6152740312394e-05,-1.9344042121046117,0.0
milta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.382095238095238,5,0,milt,1.5418524843648817e-05,-1.942560206103611,0.0
paypal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.5529095238095239,6,0,papal,1.5418524843648817e-05,-1.942560206103611,0.0
gemeni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.6173857142857143,6,0,yemeni,1.5418524843648817e-05,-1.942560206103611,0.0
mene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.0192238095238095,4,0,men,1.5418524843648817e-05,-1.942560206103611,0.0
uske,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,-0.1238142857142857,4,0,use,1.5418524843648817e-05,-1.942560206103611,0.0
kare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0.1930523809523809,4,0,are,1.5418524843648817e-05,-1.942560206103611,0.0
samajh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.3896380952380952,6,0,samaj,1.5418524843648817e-05,-1.942560206103611,0.0
recognise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,-0.1487714285714285,9,0,recognize,1.5418524843648817e-05,-1.942560206103611,0.0
bahot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0.2571428571428572,5,0,baht,1.5418524843648817e-05,-1.942560206103611,0.0
world's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.5355047619047619,7,0,worldes,1.5418524843648817e-05,-1.942560206103611,0.0
dekh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.1929285714285714,4,0,dek,1.5418524843648817e-05,-1.942560206103611,0.0
rn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.1079249999999999,2,0,rn,1.4684309374903634e-05,-1.9511142076606869,0.0
phone's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.32992,7,0,phones,1.4684309374903634e-05,-1.9511142076606869,0.0
haha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.6688050000000001,4,0,aha,1.4684309374903634e-05,-1.9511142076606869,0.0
copilot's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.510765,9,0,copilots,1.4684309374903634e-05,-1.9511142076606869,0.0
ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0.12327,2,0,ga,1.4684309374903634e-05,-1.9511142076606869,0.0
capilot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0.6783849999999998,7,0,copilot,1.4684309374903634e-05,-1.9511142076606869,0.0
madad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0.26571,5,0,adad,1.4684309374903634e-05,-1.9511142076606869,0.0
promt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.136955,5,0,prom,1.4684309374903634e-05,-1.9511142076606869,0.0
ts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.1702499999999999,2,0,ts,1.4684309374903634e-05,-1.9511142076606869,0.0
nuanced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.6121850000000001,7,0,nuance,1.4684309374903634e-05,-1.9511142076606869,0.0
replied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,-0.0339052631578947,7,0,replier,1.3950093906158452e-05,-1.9601070636497544,0.0
wrost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,-0.0664947368421052,5,0,rost,1.3950093906158452e-05,-1.9601070636497544,0.0
appp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.2064684210526315,4,0,app,1.3950093906158452e-05,-1.9601070636497544,0.0
organised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.6479263157894737,9,0,organized,1.3950093906158452e-05,-1.9601070636497544,0.0
ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0.2696947368421051,2,0,ja,1.3950093906158452e-05,-1.9601070636497544,0.0
deti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.1222736842105263,4,0,deth,1.3950093906158452e-05,-1.9601070636497544,0.0
uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0.108857894736842,2,0,uk,1.3950093906158452e-05,-1.9601070636497544,0.0
banaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0.2618421052631579,5,0,banan,1.3950093906158452e-05,-1.9601070636497544,0.0
we've,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.5512894736842107,5,0,weyve,1.3950093906158452e-05,-1.9601070636497544,0.0
thanku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.5842368421052633,6,0,thank,1.3950093906158452e-05,-1.9601070636497544,0.0
liya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.0824315789473684,4,0,lima,1.3950093906158452e-05,-1.9601070636497544,0.0
microslop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,-0.1432777777777777,9,0,microblog,1.321587843741327e-05,-1.9695862507524384,0.0
newer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4693944444444444,5,0,neer,1.321587843741327e-05,-1.9695862507524384,0.0
krta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.1796777777777777,4,0,kota,1.321587843741327e-05,-1.9695862507524384,0.0
sawal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.2162444444444444,5,0,sawan,1.321587843741327e-05,-1.9695862507524384,0.0
hamen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0.5663166666666668,5,0,hame,1.321587843741327e-05,-1.9695862507524384,0.0
redacted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0.2631,8,0,reacted,1.321587843741327e-05,-1.9695862507524384,0.0
claudes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4179055555555556,7,0,clades,1.321587843741327e-05,-1.9695862507524384,0.0
karti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0.4395777777777778,5,0,kati,1.321587843741327e-05,-1.9695862507524384,0.0
smth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.0046055555555555,4,0,sith,1.321587843741327e-05,-1.9695862507524384,0.0
baki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.1732333333333333,4,0,bai,1.321587843741327e-05,-1.9695862507524384,0.0
strategies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.7224823529411765,10,0,strategics,1.2481662968668089e-05,-1.9796073927041031,0.0
cp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.7537941176470588,2,0,cp,1.2481662968668089e-05,-1.9796073927041031,0.0
bina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.0567411764705882,4,0,bna,1.2481662968668089e-05,-1.9796073927041031,0.0
mila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.1782411764705882,4,0,mil,1.2481662968668089e-05,-1.9796073927041031,0.0
altman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.0418294117647058,6,0,atman,1.2481662968668089e-05,-1.9796073927041031,0.0
af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.1780117647058823,2,0,af,1.2481662968668089e-05,-1.9796073927041031,0.0
bloatware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,-0.3476647058823529,9,0,flatware,1.2481662968668089e-05,-1.9796073927041031,0.0
delivered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.5575882352941177,9,0,deliverer,1.2481662968668089e-05,-1.9796073927041031,0.0
's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.5381470588235294,2,0,'s,1.2481662968668089e-05,-1.9796073927041031,0.0
jb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0.1052294117647058,2,0,jb,1.2481662968668089e-05,-1.9796073927041031,0.0
cloude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.4729411764705883,6,0,loude,1.2481662968668089e-05,-1.9796073927041031,0.0
chahta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.0360705882352941,6,0,chaeta,1.2481662968668089e-05,-1.9796073927041031,0.0
verry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.4593588235294117,5,0,very,1.2481662968668089e-05,-1.9796073927041031,0.0
infact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.6790750000000001,6,0,infant,1.1747447499922908e-05,-1.990236238051171,0.0
wi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.2308624999999999,2,0,wi,1.1747447499922908e-05,-1.990236238051171,0.0
gaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.3749999999999999,4,0,gay,1.1747447499922908e-05,-1.990236238051171,0.0
docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.33223125,4,0,doc,1.1747447499922908e-05,-1.990236238051171,0.0
troubleshoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.29199375,12,0,trouble-shoot,1.1747447499922908e-05,-1.990236238051171,0.0
lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.53621875,2,0,lt,1.1747447499922908e-05,-1.990236238051171,0.0
tq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.5738875,2,0,tq,1.1747447499922908e-05,-1.990236238051171,0.0
bixby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0.38815625,5,0,bilby,1.1747447499922908e-05,-1.990236238051171,0.0
diye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0.155625,4,0,dye,1.1747447499922908e-05,-1.990236238051171,0.0
would've,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.55181875,8,0,would-be,1.1747447499922908e-05,-1.990236238051171,0.0
naam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0.47598125,4,0,aam,1.1747447499922908e-05,-1.990236238051171,0.0
awsome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.44830625,6,0,awesome,1.1747447499922908e-05,-1.990236238051171,0.0
chal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0.02194375,4,0,cal,1.1747447499922908e-05,-1.990236238051171,0.0
theek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.15716875,5,0,thee,1.1747447499922908e-05,-1.990236238051171,0.0
stronger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.61518125,8,0,stringer,1.1747447499922908e-05,-1.990236238051171,0.0
cites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.56261875,5,0,cits,1.1747447499922908e-05,-1.990236238051171,0.0
scammed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,-0.0326312499999999,7,0,scamped,1.1747447499922908e-05,-1.990236238051171,0.0
poochh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0.2870266666666667,6,0,pooch,1.1013232031177723e-05,-2.0015512770492982,0.0
veri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0.8583200000000003,4,0,ver,1.1013232031177723e-05,-2.0015512770492982,0.0
gboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,-0.0489666666666666,6,0,board,1.1013232031177723e-05,-2.0015512770492982,0.0
jaisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0.0679133333333333,5,0,paisa,1.1013232031177723e-05,-2.0015512770492982,0.0
chartgpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0.38228,8,0,chartist,1.1013232031177723e-05,-2.0015512770492982,0.0
ch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0.6497666666666667,2,0,ch,1.1013232031177723e-05,-2.0015512770492982,0.0
gpts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.42502,4,0,gots,1.1013232031177723e-05,-2.0015512770492982,0.0
gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0.4842266666666667,2,0,gm,1.1013232031177723e-05,-2.0015512770492982,0.0
pura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0.1584533333333333,4,0,pua,1.1013232031177723e-05,-2.0015512770492982,0.0
hona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0.2008333333333333,4,0,hna,1.1013232031177723e-05,-2.0015512770492982,0.0
safer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.8051999999999999,5,0,safe,1.1013232031177723e-05,-2.0015512770492982,0.0
hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.5586466666666667,2,0,hd,1.1013232031177723e-05,-2.0015512770492982,0.0
qwen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0.6627666666666666,4,0,wen,1.1013232031177723e-05,-2.0015512770492982,0.0
citing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.3655799999999999,6,0,miting,1.1013232031177723e-05,-2.0015512770492982,0.0
iski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.2746266666666666,4,0,ski,1.1013232031177723e-05,-2.0015512770492982,0.0
infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.44786,8,0,infinite,1.1013232031177723e-05,-2.0015512770492982,0.0
qualities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.6861571428571429,9,0,dualities,1.0279016562432543e-05,-2.0136472627909545,0.0
bolta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.0746999999999999,5,0,bola,1.0279016562432543e-05,-2.0136472627909545,0.0
hy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0.0421214285714285,2,0,hy,1.0279016562432543e-05,-2.0136472627909545,0.0
aswell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.2581071428571428,6,0,swell,1.0279016562432543e-05,-2.0136472627909545,0.0
fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0.6767642857142857,2,0,fl,1.0279016562432543e-05,-2.0136472627909545,0.0
person's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.5853,8,0,persons,1.0279016562432543e-05,-2.0136472627909545,0.0
lmao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.4088928571428572,4,0,mao,1.0279016562432543e-05,-2.0136472627909545,0.0
aaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.2298285714285714,4,0,aya,1.0279016562432543e-05,-2.0136472627909545,0.0
muje,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,-0.0602214285714285,4,0,muse,1.0279016562432543e-05,-2.0136472627909545,0.0
genrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0.5980714285714285,7,0,generate,1.0279016562432543e-05,-2.0136472627909545,0.0
ve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.2315642857142857,2,0,ve,1.0279016562432543e-05,-2.0136472627909545,0.0
someone's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.4480428571428572,9,0,someones,1.0279016562432543e-05,-2.0136472627909545,0.0
thodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.2907428571428571,5,0,tholi,1.0279016562432543e-05,-2.0136472627909545,0.0
texting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0.3394285714285714,7,0,testing,1.0279016562432543e-05,-2.0136472627909545,0.0
goodness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.7596357142857142,8,0,goodnesse,1.0279016562432543e-05,-2.0136472627909545,0.0
preplexity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.3466857142857144,10,0,perplexity,1.0279016562432543e-05,-2.0136472627909545,0.0
dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.2972928571428571,2,0,dr,1.0279016562432543e-05,-2.0136472627909545,0.0
dost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0.1362071428571428,4,0,dot,1.0279016562432543e-05,-2.0136472627909545,0.0
hyper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.5353285714285716,5,0,hype,1.0279016562432543e-05,-2.0136472627909545,0.0
krna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.2492714285714286,4,0,rna,1.0279016562432543e-05,-2.0136472627909545,0.0
bestfriend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0.6050571428571428,10,0,best friend,1.0279016562432543e-05,-2.0136472627909545,0.0
jisse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.1054285714285714,5,0,jesse,1.0279016562432543e-05,-2.0136472627909545,0.0
goated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.3174615384615385,6,0,gated,9.54480109368736e-06,-2.026640039511141,0.0
curated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.5318076923076924,7,0,curate,9.54480109368736e-06,-2.026640039511141,0.0
dosent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.4103076923076922,6,0,docent,9.54480109368736e-06,-2.026640039511141,0.0
usse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.3562307692307692,4,0,use,9.54480109368736e-06,-2.026640039511141,0.0
saath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0.4800692307692308,5,0,swath,9.54480109368736e-06,-2.026640039511141,0.0
banata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.5188692307692307,6,0,banat,9.54480109368736e-06,-2.026640039511141,0.0
sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.1683153846153846,2,0,sb,9.54480109368736e-06,-2.026640039511141,0.0
upto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.3927384615384616,4,0,unto,9.54480109368736e-06,-2.026640039511141,0.0
microsoft's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.1985615384615384,11,0,microsofts,9.54480109368736e-06,-2.026640039511141,0.0
kyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,-0.0604846153846153,4,0,yon,9.54480109368736e-06,-2.026640039511141,0.0
llm's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0.4259923076923077,5,0,llms,9.54480109368736e-06,-2.026640039511141,0.0
faltu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,-0.0355384615384615,5,0,falt,9.54480109368736e-06,-2.026640039511141,0.0
goto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.6233307692307691,4,0,gto,9.54480109368736e-06,-2.026640039511141,0.0
tarike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0.3051923076923076,6,0,trike,9.54480109368736e-06,-2.026640039511141,0.0
eh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0.1959076923076923,2,0,eh,9.54480109368736e-06,-2.026640039511141,0.0
bt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.4317538461538462,2,0,bt,9.54480109368736e-06,-2.026640039511141,0.0
rendered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,-0.1750538461538461,8,0,renderer,9.54480109368736e-06,-2.026640039511141,0.0
buffering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,-0.2527,9,0,suffering,9.54480109368736e-06,-2.026640039511141,0.0
lage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.1424538461538461,4,0,age,9.54480109368736e-06,-2.026640039511141,0.0
phir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0.2615615384615384,4,0,phi,9.54480109368736e-06,-2.026640039511141,0.0
pasand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.3221384615384615,6,0,pasan,9.54480109368736e-06,-2.026640039511141,0.0
sh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0.5164307692307692,2,0,sh,9.54480109368736e-06,-2.026640039511141,0.0
sach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.3490583333333333,4,0,ach,8.810585624942181e-06,-2.0406733074397825,0.0
kaun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,-0.2556916666666666,4,0,kan,8.810585624942181e-06,-2.0406733074397825,0.0
mankind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.601975,7,0,mankin,8.810585624942181e-06,-2.0406733074397825,0.0
