word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score,open_class,closed_class,class_type,actual,predicted,actual_label,predicted_label
bumps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9381,5,1,bumps,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
truely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.4363799999999999,6,0,truel,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
biopic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,6,1,biopic,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
lovers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.8675999999999999,6,1,lovers,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
wizards,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2263,7,1,wizards,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
calamity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1551,8,1,calamity,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
solute,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.73645,6,1,solute,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
fishes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9312,6,1,fishes,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
adamantly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.25,9,1,adamantly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
talks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,118,0.3921382113821139,5,1,talks,9.030850265565736e-05,-1.6326497343239972,0.1333333333333333,True,False,open,open,both,open,both
wayyyyy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2978499999999999,7,1,wayyyyy,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
dkh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.42115,3,1,dkh,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
smoothest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.46485,9,1,smoothest,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
apposed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9628,7,1,apposed,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
herald,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8519,6,1,herald,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
money,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,704,0.0181541191381495,5,1,money,0.0005792960048399,-1.306798954822543,0.0666666666666666,True,False,open,open,both,open,both
stumbles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4215,8,1,stumbles,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
axis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.4044,4,1,axis,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,closed,open,closed
pn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.28945,2,1,pn,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
workhorse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9186,9,1,workhorse,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
abroad,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9062,6,1,abroad,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
ana,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.8115,3,1,ana,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,closed,open,closed
bids,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7101500000000001,4,1,bids,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,closed,open,closed
pirated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,pirated,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
guitar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.54865,6,1,guitar,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
flippant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6186,8,1,flippant,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
mathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0344,5,0,math,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
united,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.6336249999999999,6,1,united,5.873723749961453e-06,-2.111760364127126,0.1333333333333333,True,False,open,open,closed,open,closed
tragic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.778,6,1,tragic,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
compacts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.624,8,1,compacts,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
querry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7841,6,1,querry,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
imagine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,108,0.372423853211009,7,1,imagine,8.002948609322481e-05,-1.653835057165496,0.0666666666666666,True,False,open,open,closed,open,closed
steak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5829,5,1,steak,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
raha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,134,0.0318210191082802,4,0,aha,0.0001152718285929,-1.589860330790406,0.0,False,False,unknown,unknown,both,unknown,both
biotic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7506,6,1,biotic,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
node,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2294,4,1,node,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,closed,open,closed
shared,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,111,107,0.58451981981982,6,1,shared,8.149791703071517e-05,-1.65064729200019,0.1333333333333333,True,False,open,open,closed,open,closed
fixed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,227,218,0.1563687224669604,5,1,fixed,0.0001666669114051,-1.5252182772458729,0.1333333333333333,True,False,open,open,both,open,both
checker,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4397,7,1,checker,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
succession,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7145,10,1,succession,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
mana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.13621,4,0,mna,7.342154687451817e-06,-2.072638333736642,0.0,False,False,unknown,unknown,closed,unknown,closed
sphincter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7236,9,1,sphincter,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
hoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0.2357515151515151,4,0,hot,2.4229110468590995e-05,-1.863317155417268,0.0,False,False,unknown,unknown,closed,unknown,closed
badi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.17,4,1,badi,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
po,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3824333333333333,2,1,po,6.607939218706635e-06,-2.0911103768283934,0.0666666666666666,True,False,open,open,closed,open,closed
incriminating,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6213,13,1,incriminating,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
forced,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86,83,-0.338706976744186,6,1,forced,6.314253031208563e-05,-1.695386534107106,0.1333333333333333,True,False,open,open,closed,open,closed
alexander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9848,9,1,alexander,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
quickly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,340,338,0.5268502941176472,7,1,quickly,0.0002496332593733,-1.4543888580097974,0.0666666666666666,True,False,open,open,both,open,both
litterally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1951833333333333,10,0,literally,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,open,unknown,open
kiyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,4,1,kiyo,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
srinivas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.7197333333333334,8,1,srinivas,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
rad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4003,3,1,rad,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
everthing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.23895,9,0,everting,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,open,unknown,open
disorders,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8476,9,1,disorders,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
goooooooood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.6437999999999999,11,1,goooooooood,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,0.2183815789473683,1,1,q,2.7900187812316904e-05,-1.838582937573799,0.0666666666666666,True,False,open,open,closed,open,closed
melts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8689,5,1,melts,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
plan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,514,451,0.2754317120622568,4,1,plan,0.000377386750935,-1.3819320892460365,0.1333333333333333,True,False,open,open,both,open,both
tricked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.325125,7,0,ricked,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
swamp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8294,5,1,swamp,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
implements,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9403,10,1,implements,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
carelessly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.1779,10,1,carelessly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
fear,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.20316,4,1,fear,1.4684309374903634e-05,-1.9511142076606869,0.1333333333333333,True,False,open,open,closed,open,closed
inr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,-0.4382166666666667,3,1,inr,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,closed,unknown,closed
bio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.62395,3,1,bio,5.873723749961453e-06,-2.111760364127126,0.0666666666666666,True,False,open,open,closed,open,closed
adventuring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8094,11,1,adventuring,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
cocktails,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4939,9,1,cocktails,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
continuations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8395,13,1,continuations,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,297,0.2715601880877742,1,1,s,0.0002342147345297,-1.4655664432540882,0.0666666666666666,True,False,open,open,both,open,both
simulated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.908,9,1,simulated,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
mas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0833999999999999,3,1,mas,2.2026464062355453e-06,-2.283721559591693,0.0666666666666666,True,False,open,open,unknown,open,unknown
watermelons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.1088,11,1,watermelons,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
viola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2263,5,1,viola,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
beauty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.8126,6,1,beauty,5.873723749961453e-06,-2.111760364127126,0.0666666666666666,True,False,open,open,closed,open,closed
policy's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.6715,8,1,policy's,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
pals,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.6755666666666666,4,1,pals,2.2026464062355453e-06,-2.283721559591693,0.1333333333333333,True,False,open,open,closed,open,closed
journalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.29135,11,1,journalling,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
spews,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7867500000000001,5,1,spews,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
scraper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0772,7,1,scraper,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
omits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.3177399999999999,5,0,emits,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
traveled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8353,8,1,traveled,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
adams,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9089,5,1,adams,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
import,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.605225,6,1,import,5.873723749961453e-06,-2.111760364127126,0.1333333333333333,True,False,open,open,closed,open,closed
mashallah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.8814500000000001,9,1,mashallah,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
actors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2161,6,1,actors,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
gracias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7043,7,1,gracias,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
flaps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,flaps,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
lava,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.7700666666666667,4,1,lava,2.2026464062355453e-06,-2.283721559591693,0.0666666666666666,True,False,open,open,closed,open,closed
exchanged,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.186,9,1,exchanged,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
salty,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2263,5,1,salty,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
reseach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2196333333333333,7,0,research,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
whim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.12345,4,1,whim,2.9368618749807267e-06,-2.233284490203081,0.0666666666666666,True,False,open,open,closed,open,closed
brainer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.5854,7,0,briner,5.139508281216272e-06,-2.13517138886691,0.0,False,False,unknown,unknown,open,unknown,open
throbbing,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3514,9,1,throbbing,7.342154687451817e-07,-2.4763327423549923,0.2,True,False,open,open,unknown,open,unknown
luddite,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8221,7,1,luddite,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
beleive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5562333333333334,7,0,belive,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
anf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.0003,3,1,anf,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
throat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0326375,6,1,throat,5.873723749961453e-06,-2.111760364127126,0.0666666666666666,True,False,open,open,closed,open,closed
sucks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198,194,-0.1870282828282828,5,1,sucks,0.0001453746628115,-1.5491818465780125,0.1333333333333333,True,False,open,open,both,open,both
especial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,especial,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
valuation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6499,9,1,valuation,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
escorts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7579,7,1,escorts,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
'invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0873999999999999,8,1,'invalid,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
fielding,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6361,8,1,fielding,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
variations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.5813375000000001,10,1,variations,5.873723749961453e-06,-2.111760364127126,0.0,False,False,unknown,unknown,open,unknown,open
decoded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9337,7,1,decoded,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
multiples,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9136,9,1,multiples,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
we've,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.5512894736842107,5,0,weyve,1.3950093906158452e-05,-1.9601070636497544,0.0,False,False,unknown,unknown,open,unknown,open
turing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.60615,6,1,turing,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
detail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,163,0.4246443786982248,6,1,detail,0.0001240824142179,-1.57694733666729,0.1333333333333333,True,False,open,open,closed,open,closed
ge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.3691285714285714,2,1,ge,5.139508281216272e-06,-2.13517138886691,0.0666666666666666,True,False,open,open,closed,open,closed
combing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6249,7,1,combing,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
finded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9565,6,1,finded,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
mcps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2115,4,0,mops,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,closed,unknown,closed
concerted,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3715,9,1,concerted,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
tangle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2263,6,1,tangle,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
discouraged,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8834,11,1,discouraged,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
bas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,0.0459964285714285,3,1,bas,2.0558033124865086e-05,-1.8921231367149995,0.0666666666666666,True,False,open,open,closed,open,closed
bengals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4404,7,1,bengals,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,327,0.2661014117647058,2,0,se,0.0003120415742167,-1.4152668276193137,0.0,False,False,unknown,unknown,both,unknown,both
phoner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,6,1,phoner,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
chargeback,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.459,10,1,chargeback,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
cathartic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.0772,9,1,cathartic,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
imposter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8338,8,1,imposter,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
burdensome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8555,10,1,burdensome,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
altman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.0418294117647058,6,0,atman,1.2481662968668089e-05,-1.9796073927041031,0.0,False,False,unknown,unknown,open,unknown,open
destabilizes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7326,12,1,destabilizes,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
kerta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.5061,5,0,kera,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
salish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-0.5122,6,1,salish,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
recurrently,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6397,11,1,recurrently,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
ove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.20255,3,1,ove,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
digram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.569,6,1,digram,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
master's,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8327,8,1,master's,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
manure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.9186,6,1,manure,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
timetable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8015,9,1,timetable,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
jets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.7184,4,1,jets,3.671077343725909e-06,-2.1941624598125973,0.1333333333333333,True,False,open,open,closed,open,closed
samjha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5387166666666666,6,1,samjha,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,open,unknown,open
marble,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.949,6,1,marble,7.342154687451817e-07,-2.4763327423549923,0.2,True,False,open,open,unknown,open,unknown
theyve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.3199999999999999,6,1,they've,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
undo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,-0.0472285714285714,4,1,undo,1.0279016562432543e-05,-2.0136472627909545,0.0666666666666666,True,False,open,open,closed,open,closed
