unknown_word,suggested_word,distance,frequency,avg_sentiment
absolutly,absolutely,1,5,0.5955
timings,timing,1,5,-0.11345999999999998
hobe,hob,1,5,0.45036000000000004
tumko,turko,1,5,0.17746
snd,sn,1,5,-0.15808
wierd,wier,1,5,0.08628
sorta,sota,1,5,0.08238000000000001
ddj,dj,1,5,0.40190000000000003
qol,kol,1,5,0.85282
apo,po,1,5,0.62158
itne,ithe,1,5,0.18468
saare,aare,1,5,0.39296
pp,p,1,5,0.35478
thiss,this,1,5,0.66078
hw,h,1,5,0.6109600000000001
teri,tern,1,5,0.6045200000000001
genarate,generate,1,5,0.31602
marketed,marketer,1,5,-0.08778
tarika,tariqa,1,5,0.4295
upsc,upc,1,5,0.15058
ons,os,1,5,0.43186
misinterpreting,misinterpretting,1,5,0.14967999999999998
oops,oos,1,5,-0.015459999999999984
cbse,cse,1,5,0.45736
rcb,rb,1,5,0.31526
ctrl,carl,1,5,0.43892
seri,ser,1,5,0.56988
dola,ola,1,5,0.43184000000000006
wks,ks,1,5,-0.19536
paa,pa,1,5,0.5917399999999999
evry,eery,1,5,0.60202
thu,th,1,5,-0.41811999999999994
chet,het,1,5,0.44356
sidha,sida,1,5,-0.28396
cici,cic,1,5,-0.015739999999999997
safest,safes,1,5,0.8140000000000001
fayda,sayda,1,5,0.47650000000000003
strongest,strangest,1,5,0.7574
gemine,gemini,1,5,0.7095
meetings,meeting,1,5,0.66318
discription,description,1,5,0.15652000000000005
kari,kar,1,5,0.33211999999999997
quetion,question,1,5,0.23040000000000002
ispe,ipe,1,5,-0.10003999999999999
afterall,after_all,1,5,0.84392
truely,truel,1,5,0.43637999999999993
ww,w,1,5,0.89402
monitored,monitorred,1,5,-0.19590000000000002
dall,dal,1,5,0.8016399999999999
hmm,hm,1,5,0.24373999999999998
empowering,empowerring,1,5,0.60472
dikkat,ikkat,1,5,-0.29354
banta,anta,1,5,0.11988000000000001
upar,par,1,5,0.09648000000000001
mili,mil,1,5,0.5815600000000001
aati,anti,1,5,-0.053259999999999995
thay,tay,1,5,0.15496000000000001
kehta,kehua,1,5,-0.01544
grammer,gramme,1,5,0.78506
karein,karen,1,5,0.18988
eventhough,even though,1,5,-0.048819999999999975
glt,blt,1,5,-0.0834
charlie,charpie,1,5,-0.6971
respons,respond,1,5,0.42116
sharma,shama,1,5,0.6561600000000001
baare,bare,1,5,0.58836
sci,ci,1,5,0.4203200000000001
dumbed,numbed,1,5,0.0025800000000000176
vere,vre,1,5,0.49432
vajah,rajah,1,5,0.07224
sciences,science,1,5,0.50774
bisa,bis,1,5,0.1711
chand,chad,1,5,0.6711799999999999
creatives,creative,1,5,0.8488
useage,usage,1,5,-0.15130000000000002
trai,rai,1,5,0.70204
kk,k,1,5,0.8810800000000001
seperate,separate,1,5,0.25472
btaya,baya,1,5,0.02951999999999999
jarvis,parvis,1,5,0.65804
karu,kar,1,5,0.34744
ff,f,1,5,0.70142
taki,tai,1,5,0.12794
apko,akko,1,5,-0.03512
registering,registerring,1,5,-0.16998000000000002
entha,mentha,1,5,0.5574
weve,wee,1,5,0.37286
sht,ht,1,5,-0.04683999999999999
leti,lei,1,5,0.23994
speach,peach,1,5,0.34965999999999997
saal,aal,1,5,0.23744
sha,ha,1,4,0.81735
vba,ba,1,4,0.616925
whoa,who,1,4,0.520125
du,u,1,4,0.3508
boli,boi,1,4,0.146475
su,u,1,4,0.532625
pese,pes,1,4,0.478525
mantap,manta,1,4,0.0
tumse,tums,1,4,0.07300000000000001
img,im,1,4,0.38425
gork,gore,1,4,-0.3467
masha,masa,1,4,0.6168
pritty,pitty,1,4,0.44535
vocab,vocal,1,4,0.19235000000000002
xm,x,1,4,0.607525
yrr,yr,1,4,0.196025
hyy,hay,1,4,-0.12475
beacuse,because,1,4,0.48369999999999996
daughters,daughter,1,4,0.5069250000000001
aisi,ais,1,4,-0.22812500000000002
usb,us,1,4,-0.170875
iy,i,1,4,0.18935000000000002
milte,mile,1,4,0.579125
sso,ss,1,4,0.434925
sabke,sake,1,4,-0.5926
aane,ane,1,4,0.22097499999999998
kyun,kyu,1,4,0.39697499999999997
tution,turion,1,4,0.5435000000000001
ima,im,1,4,0.18307500000000004
consise,consist,1,4,0.71145
ganerate,generate,1,4,-0.4019
families,fam'lies,1,4,0.28695000000000004
abi,ai,1,4,0.469175
bolne,bole,1,4,0.03225
ik,i,1,4,0.42129999999999995
assistent,assistant,1,4,0.647625
jitni,jinni,1,4,0.2067
creater,crater,1,4,0.26332500000000003
utna,una,1,4,-0.0006750000000000089
yal,al,1,4,-0.029925000000000007
mujha,mutha,1,4,0.49107500000000004
restraints,restraint,1,4,-0.14769999999999997
copoilt,copoint,1,4,0.775425
karva,kava,1,4,-0.56325
suffered,sufferer,1,4,-0.712725
yahut,bahut,1,4,0.2646
shabd,shad,1,4,0.007800000000000001
sariga,saiga,1,4,0.15685
jwab,jab,1,4,0.0
inline,intine,1,4,0.6746000000000001
rlly,ruly,1,4,0.832125
chaiye,chaise,1,4,0.12735
kkr,kr,1,4,0.4146
ls,s,1,4,0.729375
thst,tast,1,4,-0.1182
ttt,tt,1,4,0.0
nowdays,nowadays,1,4,0.391475
stt,tt,1,4,0.577525
vaisa,vasa,1,4,-0.278725
bestt,best,1,4,0.21769999999999998
bakwash,backwash,1,4,0.439
frm,fr,1,4,0.134525
karlo,karoo,1,4,-0.17452500000000004
gt,t,1,4,0.21665
explaination,explanation,1,4,0.5256
genration,generation,1,4,0.45694999999999997
tougher,dougher,1,4,0.21002500000000002
rogan,roan,1,4,0.533775
nikal,nival,1,4,-0.06480000000000001
yarr,yarl,1,4,0.46787500000000004
comparision,comparison,1,4,0.6418749999999999
usme,use,1,4,0.342425
approx,appro,1,4,0.64785
kre,kr,1,4,0.172425
hardest,harvest,1,4,0.6737
asf,sf,1,4,0.17245000000000002
definately,definitely,1,4,-0.063
gamini,gamin,1,4,0.40935000000000005
bhout,bout,1,4,0.11885
lbs,bs,1,4,0.726
esse,ess,1,4,-0.050575
agr,ar,1,4,-0.2708
css,cs,1,4,0.100075
arish,aris,1,4,0.9369
ati,ai,1,4,0.13935
jisme,jism,1,4,0.36965000000000003
germini,gemini,1,4,0.7182
yee,ee,1,4,0.20584999999999998
pookie,pokie,1,4,0.5138
bp,b,1,4,-0.15994999999999995
damm,dam,1,4,0.38905
pantagon,pentagon,1,4,0.309525
hee,he,1,4,-0.11155
tarif,taif,1,4,0.380425
reuters,resters,1,4,0.4455
esey,ese,1,4,0.543925
perflexity,perplexity,1,4,-0.15027500000000002
lora,ora,1,4,0.49265
gameplay,gameplan,1,4,0.949025
youu,you,1,4,0.77815
wildest,widest,1,4,0.884675
bhasha,basha,1,4,-0.14985
noice,nice,1,4,0.18614999999999998
ngh,nh,1,4,-0.2263
aahe,aah,1,4,0.35557500000000003
frd,fr,1,4,0.746775
woow,wow,1,4,0.5225
kitne,kite,1,4,0.5819000000000001
upd,up,1,4,0.15132500000000004
tw,t,1,4,0.481825
sponsoring,sponsorring,1,4,0.330075
pwa,wa,1,4,0.4921249999999999
respon,respond,1,4,-0.234975
expalin,explain,1,4,0.43152499999999994
dur,ur,1,4,0.168775
kra,kr,1,4,0.41765
veryy,very,1,4,0.442275
curating,crating,1,4,0.5772999999999999
braindead,brain_dead,1,4,0.3175
banna,anna,1,4,0.10745
batate,batata,1,4,0.018100000000000005
amaizing,amazing,1,4,0.799725
beacause,because,1,4,-0.07185
svg,sg,1,4,0.534825
visited,visite,1,4,0.31965
jeez,jeep,1,4,-0.3659
shri,ssri,1,4,0.757025
sri,sr,1,4,0.4192
asani,asana,1,4,0.48350000000000004
omo,oo,1,4,0.735875
insan,nisan,1,4,0.350375
hamesa,hames,1,4,-0.046125
asistant,assistant,1,4,0.686525
reframe,reframer,1,4,0.24382500000000001
lete,let,1,4,0.48860000000000003
achhe,ache,1,4,0.5887249999999999
chijo,chino,1,4,0.21347500000000003
mangta,manta,1,4,0.11987499999999998
muji,fuji,1,4,0.9628
subcription,subscription,1,4,-0.061549999999999994
kahta,kata,1,4,0.21534999999999999
wannan,wangan,1,4,0.10825000000000001
bl,b,1,4,0.9299
camon,amon,1,4,0.316825
bnao,bna,1,4,0.5332250000000001
ppts,epts,1,4,0.60155
maa,ma,1,4,0.18765
badal,baal,1,4,0.32505
useing,using,1,4,0.412775
chatg,chat,1,4,0.23725
dowload,download,1,4,0.715875
ladki,ladkin,1,4,0.050125
tri,ri,1,4,0.7761250000000001
reasearch,research,1,4,0.75535
umeed,meed,1,4,-0.015875
ext,et,1,4,0.578775
gipit,pipit,1,4,0.924
batati,batata,1,4,0.395425
dobara,dobra,1,4,0.020199999999999996
kerta,kera,1,4,0.5061
bec,bc,1,4,0.40275
developments,development,1,4,0.844725
lagte,late,1,4,0.5265500000000001
quitting,quiting,1,4,0.580025
instincts,instinct,1,4,0.17109999999999997
chalane,chalaze,1,4,0.503675
bhul,buhl,1,4,-0.147525
jisne,lisne,1,4,0.3864000000000001
froud,foud,1,4,0.07085000000000002
lekar,lear,1,4,0.32137499999999997
somtimes,sometimes,1,4,0.23582499999999998
okk,ok,1,4,0.13965
kon,on,1,4,0.537275
utha,uta,1,4,-0.06890000000000002
rehta,reata,1,4,-0.029775000000000024
gosh,gush,1,4,0.448925
iz,i,1,4,0.8415750000000001
vibing,gibing,1,4,0.5625249999999999
kal,al,1,4,0.161975
subpar,subpart,1,4,0.02592499999999999
itz,it,1,4,0.6066
beter,beer,1,4,0.6383
gmini,mini,1,4,0.551375
uss,us,1,4,-0.052049999999999985
vairi,vari,1,4,0.7674
woah,wah,1,4,0.365325
dave,ave,1,4,-0.06405
gemani,gemini,1,4,0.0
jabab,abab,1,4,0.5914
answere,answer,1,3,0.1593
sonet,sone,1,3,0.8224
uper,aper,1,3,0.5861999999999999
exp,ex,1,3,-0.06270000000000005
tou,to,1,3,0.37986666666666663
continously,continuously,1,3,0.4674666666666667
aei,ai,1,3,0.9838999999999999
goods,good,1,3,0.026500000000000006
amjad,abjad,1,3,0.8353
corus,cors,1,3,0.9817
fer,fr,1,3,0.025733333333333334
thankx,thank,1,3,0.7174999999999999
yaad,aad,1,3,0.255
naa,aa,1,3,-0.09866666666666667
mang,mag,1,3,0.4225666666666667
awnsers,awners,1,3,0.6498666666666667
rps,ps,1,3,0.4027333333333334
mabye,abye,1,3,0.894
dwara,dwarf,1,3,0.2114666666666667
zalmi,zami,1,3,0.936
kyoki,koki,1,3,0.4346666666666667
pleasee,leasee,1,3,0.1281
alots,alts,1,3,0.8696
thw,th,1,3,0.1791
uttar,ottar,1,3,0.0
dekho,dekko,1,3,0.46280000000000004
jitne,jitney,1,3,0.39676666666666666
aiits,aits,1,3,0.7993999999999999
reh,rh,1,3,0.3373333333333333
kadam,adam,1,3,0.13396666666666665
padhi,pahi,1,3,0.7988333333333332
yaha,yah,1,3,0.18076666666666666
shree,soree,1,3,0.6819666666666667
friendships,friendship,1,3,0.9302
anthrophic,anthropic,1,3,0.1851333333333333
sharpening,sharpenning,1,3,0.3222666666666667
illa,ill,1,3,0.5081
sy,y,1,3,0.48410000000000003
trillions,trillion,1,3,0.5167666666666667
prd,pr,1,3,0.9093
primium,præmium,1,3,-0.1341
mahiti,tahiti,1,3,0.18376666666666666
hh,h,1,3,0.5611666666666667
giveing,giving,1,3,-0.7326666666666667
kuma,uma,1,3,0.3708
realities,realties,1,3,0.09790000000000003
boht,bot,1,3,-0.05036666666666667
aak,ak,1,3,0.7568
dhang,dang,1,3,0.39810000000000006
frendly,friendly,1,3,0.7955
achaa,achar,1,3,0.255
delet,delt,1,3,-0.6337333333333334
badle,adle,1,3,0.10606666666666666
zada,zaa,1,3,0.1468
jayda,sayda,1,3,0.38853333333333334
onek,one,1,3,0.31666666666666665
infront,in_front,1,3,0.5718333333333333
osam,sam,1,3,0.8249
nyc,nc,1,3,0.025733333333333334
rply,ply,1,3,-0.26649999999999996
imho,imo,1,3,0.8609333333333334
aj,a,1,3,0.3768
acurate,acuate,1,3,0.5512333333333334
didi,did,1,3,0.31373333333333336
ebay,bay,1,3,0.021066666666666678
wao,wa,1,3,0.8754
likhe,like,1,3,0.22666666666666668
huye,hue,1,3,-0.033966666666666666
mcps,mps,1,3,0.21150000000000002
ite,it,1,3,0.027133333333333304
rakha,akha,1,3,0.2186
explainations,explanations,1,3,0.3997
mwah,wah,1,3,0.9129999999999999
autopay,autopsy,1,3,-0.08393333333333335
exellent,excellent,1,3,0.8336
gusse,gusle,1,3,-0.0258
jumma,umma,1,3,0.9619
whomever,whoever,1,3,-0.12096666666666667
banati,banat,1,3,0.29816666666666664
ple,pe,1,3,0.8076666666666666
khaas,khafs,1,3,0.11043333333333334
hei,hi,1,3,0.0
allready,already,1,3,-0.45386666666666664
budgeting,budgetting,1,3,0.25443333333333334
shalom,shalm,1,3,0.7132000000000001
assitant,assistant,1,3,0.4773666666666667
superr,super,1,3,0.5844999999999999
dpt,pt,1,3,0.11143333333333334
keta,kea,1,3,0.1726
mathi,math,1,3,0.0344
ofcourse,of_course,1,3,0.6603666666666667
lifee,life,1,3,0.40396666666666664
virsion,virion,1,3,0.8685666666666667
kah,ah,1,3,0.43806666666666666
jald,jad,1,3,0.42460000000000003
keval,kaval,1,3,0.3460666666666667
amzing,amazing,1,3,-0.0972
evn,ev,1,3,-0.26289999999999997
swal,sal,1,3,0.0
aate,ate,1,3,0.10883333333333334
bov,bo,1,3,0.0
lexi,lxi,1,3,0.8565333333333335
outta,gutta,1,3,0.4441
inflections,inflection,1,3,0.3295
cladue,clade,1,3,0.5823333333333334
mkc,mc,1,3,0.2466666666666667
gadha,gatha,1,3,0.29823333333333335
bss,bs,1,3,-0.13396666666666665
andar,adar,1,3,0.3183666666666667
kodi,koi,1,3,0.29006666666666664
defferent,efferent,1,3,0.6706
amoled,amole,1,3,0.36613333333333337
texted,texter,1,3,0.09086666666666669
insaan,inspan,1,3,0.11666666666666664
rly,ly,1,3,0.5086333333333334
yoda,yod,1,3,0.28763333333333335
mcqs,icqs,1,3,0.6324
alex,ale,1,3,0.2831666666666666
thnks,tanks,1,3,0.39653333333333335
leveled,leveler,1,3,0.789
formating,formatting,1,3,-0.5724666666666666
programed,programer,1,3,0.22066666666666668
naye,nay,1,3,0.4243666666666667
aand,aad,1,3,0.23340000000000002
subse,subs,1,3,0.2526333333333333
jise,jibe,1,3,-0.06743333333333333
lott,lot,1,3,-0.2021666666666667
raho,rho,1,3,-0.1589
mimicking,mimiccing,1,3,0.14170000000000002
cameras,camera,1,3,0.5767333333333333
hon,ho,1,3,0.49750000000000005
ini,ni,1,3,0.05083333333333336
nya,ny,1,3,0.0
chla,cola,1,3,0.4707333333333333
aapse,apse,1,3,0.3695333333333333
khali,kali,1,3,-0.11676666666666667
dramas,drama,1,3,0.2853
kaisa,paisa,1,3,0.08253333333333335
sawalo,sabalo,1,3,0.02513333333333334
ypu,pu,1,3,-0.16710000000000003
prolly,trolly,1,3,0.5930333333333334
cheeze,cheeke,1,3,0.8412333333333334
gng,gg,1,3,0.15213333333333331
payega,payena,1,3,-0.3067666666666667
gk,k,1,3,-0.028833333333333322
ae,a,1,3,0.5426666666666667
lik,li,1,3,0.6012333333333334
mahine,maine,1,3,-0.13396666666666665
beleive,belive,1,3,0.5562333333333334
deciphering,decipherring,1,3,0.35569999999999996
wayy,way,1,3,0.43006666666666665
jhut,hut,1,3,0.2467666666666667
agreements,agreement,1,3,0.12299999999999996
rakh,rah,1,3,0.6774999999999999
reseach,research,1,3,0.21963333333333335
chatt,chat,1,3,0.8623
arose,arse,1,3,0.6012
lions,lion,1,3,0.7671666666666667
png,ng,1,3,0.3880666666666667
lgta,lota,1,3,0.5585333333333334
nda,nd,1,3,0.1099666666666667
signin,lignin,1,3,0.2158
completly,complexly,1,3,0.5536333333333333
ged,ed,1,3,0.3603
xa,a,1,3,0.9411999999999999
sabki,saki,1,3,0.6557666666666667
balki,balk,1,3,0.4738
creaters,craters,1,3,0.5676
suna,sun,1,3,0.21230000000000002
editable,evitable,1,3,0.312
walkie,alkie,1,3,0.7358666666666668
avaliable,available,1,3,0.3957
obv,ob,1,3,0.7669333333333332
yhe,he,1,3,0.1209
sry,sr,1,3,-0.10486666666666666
haa,ha,1,3,0.26133333333333336
widened,wizened,1,3,0.8244333333333334
ment,men,1,3,0.10276666666666666
ollama,llama,1,3,0.9036
gamechanger,game changer,1,3,0.7624333333333334
camere,cambre,1,3,-0.06856666666666666
iot,ot,1,3,0.7549999999999999
cok,ok,1,3,0.6286666666666666
dekhi,delhi,1,3,0.0
tens,ten,1,3,0.33266666666666667
beeter,beefer,1,3,-0.023633333333333357
bg,b,1,3,0.5273
eww,ew,1,3,0.19326666666666667
ghanta,ghana,1,3,-0.13920000000000002
shareing,sharing,1,3,0.20610000000000003
kool,kol,1,3,0.1936333333333334
naver,aver,1,3,0.35810000000000003
ime,im,1,3,-0.03753333333333334
venmo,venom,1,3,0.38916666666666666
peeche,peece,1,3,0.3577000000000001
mkt,mt,1,3,0.5943999999999999
wahi,ahi,1,3,0.3751
abdul,abdal,1,3,0.8363666666666667
parfect,perfect,1,3,0.7307
woth,oth,1,3,0.5926666666666667
subsciption,subscription,1,3,0.23463333333333336
nkt,kt,1,3,0.052566666666666685
alg,al,1,3,-0.12726666666666667
gv,g,1,3,-0.2462
exhibited,exhibiter,1,3,0.4749666666666667
answerd,answer,1,3,0.2944666666666667
enna,etna,1,3,0.3845
begining,begiving,1,3,0.36466666666666664
pati,pat,1,3,-0.00686666666666665
lyk,ly,1,3,0.5344
fricking,ricking,1,3,0.5788
chahun,chaun,1,3,-0.9571
socha,mocha,1,3,0.6097333333333333
asan,san,1,3,0.49046666666666666
chachi,cachi,1,3,0.8537
maharaj,maharaja,1,3,0.8288666666666668
kolar,kola,1,3,-0.3626
sayin,ayin,1,3,-0.08586666666666665
pada,pda,1,3,0.2735
dhyan,dayan,1,3,0.18159999999999998
bak,ba,1,3,0.7929666666666666
ws,w,1,3,0.0912
generater,generate,1,3,0.5371
msm,ms,1,3,-0.20479999999999998
upsell,upswell,1,3,0.14306666666666668
psl,ps,1,3,0.7658666666666667
treatments,treatment,1,3,0.8955333333333333
ekan,kan,1,3,0.0
prapt,prat,1,3,0.9000333333333334
reaponse,response,1,3,-0.16419999999999998
warking,waring,1,3,0.5549
kindest,kindes,1,3,0.5553
thisss,thises,1,3,0.7221333333333333
achive,chive,1,3,0.7077
miko,mko,1,3,0.8826666666666666
chuka,chuba,1,3,-0.028633333333333327
everythings,everything,1,3,0.17596666666666672
mindblowing,mind-blowing,1,3,0.6051
kewal,ketal,1,3,0.1258
usi,us,1,3,0.5651
normaly,normal,1,3,-0.0936
rc,r,1,3,0.10863333333333335
benefiting,beneficing,1,3,0.793
wapas,waps,1,3,-0.09866666666666667
jbt,jot,1,3,0.25123333333333336
specialy,special,1,3,0.46963333333333335
wc,w,1,3,0.0
ol,o,1,3,0.5738
dukan,duka,1,3,0.49533333333333335
hogi,hog,1,3,0.5165666666666667
gpd,pd,1,3,0.44239999999999996
unke,uke,1,3,0.2916666666666667
doa,da,1,3,-0.30206666666666665
hella,hell,1,3,0.4086
approches,approaches,1,3,0.8523
foods,food,1,3,0.18963333333333332
hoi,hi,1,3,0.30396666666666666
peq,pe,1,3,0.656
ncert,cert,1,3,-0.07919999999999999
fk,k,1,3,-0.42166666666666663
kru,kr,1,3,0.13993333333333333
isp,ip,1,3,0.6144333333333334
utar,tar,1,3,0.0
shok,hok,1,3,0.8541666666666666
aachi,cachi,1,3,0.3057
nam,am,1,3,0.6369
copillot,copilot,1,3,0.9209666666666667
thanx,than,1,3,0.7450333333333333
halp,hap,1,3,-0.09050000000000001
ipl,ip,1,3,0.5931333333333333
evrything,everything,1,3,0.37810000000000005
helpped,helped,1,3,0.8440666666666666
gemmi,gemma,1,3,-0.4047666666666667
jna,na,1,3,0.45879999999999993
bater,bate,1,3,0.6305999999999999
fullfill,fulfill,1,3,0.9110333333333333
pari,par,1,3,0.69
gta,ta,1,3,0.3422666666666667
rateing,rating,1,3,0.4937333333333333
ooo,oo,1,3,0.14650000000000005
othe,the,1,3,0.3797333333333333
aud,au,1,3,0.015833333333333328
shuru,shura,1,3,0.1930666666666667
verifiably,verifiable,1,3,0.6777666666666667
virat,viral,1,3,-0.3211
kohli,kohl,1,3,-0.3211
verison,version,1,3,0.8055333333333333
jesa,jess,1,3,0.10606666666666666
plateform,platform,1,3,0.2176
criterias,criteria,1,3,0.2975
sangat,sanga,1,3,0.49746666666666667
agin,agn,1,3,-0.1199
preffer,prefer,1,3,0.9517666666666668
ltr,lr,1,3,0.07463333333333337
cmon,mon,1,3,0.37623333333333336
misled,aisled,1,3,-0.28550000000000003
exprience,experience,1,3,-0.04686666666666667
dekhe,deke,1,3,-0.09866666666666667
tryna,trna,1,3,0.13806666666666667
smartits,smarties,1,3,0.9609000000000001
edu,ed,1,3,0.5608000000000001
adress,dress,1,3,0.20703333333333337
ocs,os,1,3,0.36579999999999996
interpretations,interpretation,1,3,-0.3551
goin,goi,1,3,0.6725666666666666
genaration,generation,1,3,0.33360000000000006
bara,bar,1,3,0.25020000000000003
contant,contact,1,3,0.3316
ily,ly,1,3,0.32606666666666667
ican,can,1,3,0.7216
iji,ji,1,3,0.7002666666666667
diffrent,different,1,3,0.6099
xbox,box,1,3,-0.31150000000000005
dei,de,1,3,0.0
lile,lie,1,3,-0.11536666666666666
padh,adh,1,3,0.34179999999999994
cnn,cn,1,3,-0.5882333333333334
gali,gal,1,3,0.1885333333333333
subscribtion,subscription,1,3,-0.1050666666666667
organizations,organization,1,3,0.21583333333333332
lisa,disa,1,3,0.49066666666666664
gor,go,1,3,0.1727
protections,protectins,1,3,-0.28456666666666663
ssc,sc,1,3,0.33153333333333335
waqt,wat,1,3,-0.10276666666666667
chnage,change,1,3,-0.2536
selectable,delectable,1,3,0.06743333333333333
frustating,frustrating,1,3,0.6965333333333333
aplication,plication,1,3,0.28833333333333333
laggs,lags,1,3,-0.013366666666666674
jamie,jakie,1,3,0.31373333333333336
laguage,language,1,3,-0.4452333333333333
samne,same,1,3,0.16423333333333334
esay,say,1,3,0.5711333333333334
confusions,confusion,1,3,0.4399666666666667
gpu,pu,1,3,0.24686666666666668
rakhe,rake,1,3,0.005133333333333333
maza,gaza,1,3,0.5964666666666666
nz,n,1,3,0.1915666666666667
kma,km,1,3,0.27843333333333337
companys,company,1,3,0.5442666666666667
thora,thor,1,3,-0.255
masla,masa,1,3,-0.00996666666666668
audios,audio,1,3,0.5184
isa,is,1,3,0.2810333333333333
ayat,yat,1,3,-0.7963999999999999
doston,boston,1,3,-0.19373333333333334
giv,gi,1,3,0.6920666666666667
copilet,copilot,1,3,0.8905
bf,b,1,3,0.7824
ys,y,1,3,0.8462999999999999
copi,cpi,1,3,0.7305
covid,ovid,1,3,0.08503333333333335
messege,message,1,3,0.11026666666666667
ez,e,1,3,0.04880000000000003
pahli,pali,1,3,0.4983666666666667
wht,ht,1,3,-0.2129
inse,ins,1,3,0.2906666666666667
whe,he,1,3,0.4575333333333333
chatgpt,catgut,2,4636,0.43550312769628663
uninstall,install,2,213,-0.04115774647887324
capabilities,culpabilities,2,169,0.49734260355029575
samsung,hamsun,2,169,0.2518455621301776
everytime,overtime,2,133,0.09245488721804508
children,childie,2,96,0.40019062499999997
uninstalling,installing,2,79,-0.06972784810126582
smartest,smarts,2,51,0.728537254901961
chatgbt,catgut,2,46,0.6034978260869566
badhiya,baphia,2,42,0.21908809523809525
chahiye,chaise,2,38,0.2314631578947369
playstore,plastome,2,35,0.21933714285714287
ghatiya,chaitya,2,35,-0.07889999999999997
seamlessly,seamless,2,33,0.5642151515151514
gaslighting,alighting,2,27,-0.19060370370370372
glitching,itching,2,26,0.2637846153846154
veryvery,servery,2,25,0.160104
chatgtp,chatty,2,24,0.3287708333333334
coolest,coles,2,21,0.5746666666666668
dumbest,dumbos,2,21,-0.5147714285714287
padhaai,qadhafi,2,20,0.39288
microslop,microspot,2,19,-0.09244736842105261
stupidest,stupids,2,18,-0.6516722222222222
bloatware,flatware,2,17,-0.34766470588235293
chartgpt,chartist,2,15,0.38228
relatable,retable,2,15,0.3903133333333333
bestest,bests,2,15,0.59406
karunga,kanga,2,12,0.3868583333333333
inaccuracies,accuracies,2,12,0.011566666666666689
jankari,ankara,2,12,0.27958333333333335
timepass,timeless,2,11,0.6510272727272728
karenge,areng,2,11,0.03723636363636363
malware,malar,2,11,-0.1934363636363636
greatful,restful,2,11,0.6675363636363637
isiliye,isoline,2,10,0.20143
jarurat,jurat,2,10,0.51618
customizable,customable,2,10,0.59477
overhyped,overhope,2,10,-0.19773999999999997
reccomend,recommend,2,10,0.35842000000000007
mushkil,muskie,2,10,0.21234000000000003
dikhata,diktat,2,9,0.1089
hamesha,hames,2,9,-0.13195555555555558
motorola,motorial,2,9,0.15753333333333336
notebooklm,notebook,2,9,0.6099222222222223
technologies,technopolies,2,9,0.5183666666666666
banakar,banker,2,9,0.3514444444444444
minecraft,minecart,2,9,0.5713666666666666
minimalistic,minimalist,2,9,0.7594444444444446
journaling,journalism,2,8,0.6047125
multimodal,multivocal,2,8,0.5334
chatgpts,chatbots,2,8,0.5134
amongst,angst,2,8,0.45578749999999996
istemal,steal,2,8,0.42579999999999996
hinglish,english,2,7,0.2448428571428571
chapgpt,chappo,2,7,0.17334285714285716
lobotomized,lobotomies,2,7,-0.027942857142857096
copiolet,piolet,2,7,0.6020142857142857
oneplus,one ls,2,7,0.1307
swiftkey,swiftly,2,7,-0.05584285714285715
disabilities,inabilities,2,7,0.5695571428571429
ronaldo,rondo,2,6,0.4517166666666667
fullest,fulls,2,6,0.7247333333333335
cheapest,chapes,2,6,-0.02601666666666666
infinix,infix,2,6,0.23811666666666667
intelegent,inelegant,2,6,0.7341000000000001
palantir,plantar,2,6,-0.4293
childrens,childies,2,6,0.13543333333333332
jindagi,windage,2,6,0.20395
copolit,coolie,2,5,0.79362
clickable,likable,2,5,0.6236200000000001
chargpt,chart,2,5,0.28862
spotify,spotty,2,5,0.3454400000000001
photorealistic,photorealist,2,5,0.52374
trustable,testable,2,5,0.8513400000000001
oversmart,oversman,2,5,-0.07404
resubscribe,subscribe,2,5,-0.027719999999999977
multitask,multitap,2,5,0.5434
unintuitive,intuitive,2,5,-0.047579999999999976
immersive,immerse,2,5,0.6982799999999999
javascript,javascripter,2,4,0.41237500000000005
cerelac,cereal,2,4,-0.9042
tumhara,amhara,2,4,-0.04810000000000002
zarurat,ararat,2,4,-0.07377500000000001
gaskiya,gaskin,2,4,0.37170000000000003
maintainance,maintenance,2,4,0.598075
sahayak,sahara,2,4,0.8268
tommorow,tomorrow,2,4,-0.125775
deepest,deepen,2,4,0.5553250000000001
untrustable,uncrushable,2,4,-0.24359999999999998
chatpgt,chatbot,2,4,0.8167
chahunga,chauna,2,4,0.47197500000000003
smoothest,smooths,2,4,0.46485
biodata,biota,2,4,-0.40525
pokemon,pokomo,2,4,-0.263675
bakwaas,barways,2,4,0.251725
poochho,pooch,2,4,-0.085
definetly,definably,2,4,-0.009574999999999986
isgrounded,grounded,2,4,0.3197
erroring,erring,2,4,0.11367500000000003
maintance,laitance,2,4,0.6453500000000001
majedar,medar,2,4,0.38912500000000005
customisable,customable,2,4,0.490025
relogin,login,2,4,0.118975
reconnect,connect,2,4,-0.7013499999999999
koshish,posish,2,4,-0.020925
unistalling,installing,2,4,-0.22652500000000003
dissapointed,disappointed,2,4,0.350975
claudette,cadette,2,4,0.58955
excelente,excedent,2,4,0.05460000000000001
onboarding,boarding,2,4,-0.126075
litteraly,littery,2,4,0.343625
samjhata,samhita,2,4,0.64115
relogging,logging,2,3,0.10993333333333329
weakest,wakes,2,3,-0.7252
