word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score,open_count,closed_count,word_length,vowel_count,class_type,is_short,has_apostrophe,is_alpha,unique_char_ratio,weighted_sentiment,dbscan_cluster,actual_class
simply,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250,245,0.4567739999999999,6,1,simply,0.0001835538671862,-1.5082977686518526,0.0666666666666666,1,0,6,1,open,False,False,True,1.0,0.9135479999999998,0,open
small,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,249,243,0.4000963855421687,5,1,small,0.0001828196517175,-1.509000463997502,0.2,3,0,5,1,open,False,False,True,0.8,0.8001927710843374,0,open
bot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,223,0.2950867469879521,3,1,bot,0.0001828196517175,-1.509000463997502,0.0666666666666666,1,0,3,1,open,True,False,True,1.0,0.5901734939759042,0,open
created,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,248,239,0.4482483870967744,7,1,created,0.0001820854362488,-1.5097059870986385,0.0666666666666666,1,0,7,3,open,False,False,True,0.8571428571428571,0.8964967741935488,0,open
anymore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248,237,0.020524193548387,7,1,anymore,0.0001820854362488,-1.5097059870986385,0.0666666666666666,1,0,7,3,open,False,False,True,1.0,0.041048387096774,0,open
otherwise,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,247,246,0.428371659919028,9,1,otherwise,0.00018135122078,-1.5104143608059033,0.1333333333333333,2,0,9,4,open,False,False,True,0.8888888888888888,0.856743319838056,0,open
haven't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,245,0.4312599190283399,7,1,haven't,0.00018135122078,-1.5104143608059033,0.0,0,0,7,2,ambiguous,False,True,False,1.0,0.8625198380566798,0,ambiguous
reading,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,246,231,0.3137142276422763,7,1,reading,0.0001806170053113,-1.5111256082480418,0.1333333333333333,2,0,7,3,open,False,False,True,1.0,0.6274284552845526,0,open
several,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,246,241,0.1474113821138211,7,1,several,0.0001806170053113,-1.5111256082480418,0.2,2,1,7,3,open,False,False,True,0.8571428571428571,0.2948227642276422,0,open
changed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,245,233,0.2233632653061223,7,1,changed,0.0001798827898425,-1.5118397528364331,0.1333333333333333,2,0,7,2,open,False,False,True,1.0,0.4467265306122446,0,open
recently,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,245,243,0.3685199999999999,8,1,recently,0.0001798827898425,-1.5118397528364331,0.0666666666666666,1,0,8,2,open,False,False,True,0.875,0.7370399999999998,0,open
call,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245,228,0.3548971428571426,4,1,call,0.0001798827898425,-1.5118397528364331,0.1333333333333333,2,0,4,1,open,True,False,True,0.75,0.7097942857142852,0,open
set,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,244,229,0.1880581967213114,3,1,set,0.0001791485743738,-1.5125568182697129,0.2,3,0,3,1,open,True,False,True,1.0,0.3761163934426228,0,open
poor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244,226,-0.3675331967213113,4,1,poor,0.0001791485743738,-1.5125568182697129,0.0666666666666666,1,0,4,2,open,True,False,True,0.75,-0.7350663934426226,0,open
provided,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242,234,0.2690388429752066,8,1,provided,0.0001776801434363,-1.513999807930186,0.0666666666666666,1,0,8,3,open,False,False,True,0.875,0.5380776859504132,0,open
bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,227,0.1581012396694215,3,1,bug,0.0001776801434363,-1.513999807930186,0.0666666666666666,1,0,3,1,open,True,False,True,1.0,0.316202479338843,0,open
program,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,222,0.3619597510373442,7,1,program,0.0001769459279675,-1.5147257810338992,0.1333333333333333,2,0,7,2,open,False,False,True,0.8571428571428571,0.7239195020746884,0,open
downloaded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,232,0.284243153526971,10,1,downloaded,0.0001769459279675,-1.5147257810338992,0.0666666666666666,1,0,10,4,open,False,False,True,0.7,0.568486307053942,0,open
feedback,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,229,0.4354725,8,1,feedback,0.0001762117124988,-1.5154547727454764,0.0666666666666666,1,0,8,3,open,False,False,True,0.875,0.870945,0,open
idea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,230,0.3958179166666665,4,1,idea,0.0001762117124988,-1.5154547727454764,0.0666666666666666,1,0,4,3,open,True,False,True,1.0,0.791635833333333,0,open
answering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,239,234,0.2440188284518829,9,1,answering,0.00017547749703,-1.5161868082726082,0.0666666666666666,1,0,9,3,open,False,False,True,0.8888888888888888,0.4880376569037658,0,open
myself,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239,238,0.4418317991631796,6,1,myself,0.00017547749703,-1.5161868082726082,0.1333333333333333,1,1,6,1,closed,False,False,True,1.0,0.8836635983263592,0,closed
ways,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,238,236,0.5980785714285716,4,1,ways,0.0001747432815613,-1.5169219131400655,0.1333333333333333,2,0,4,1,open,True,False,True,1.0,1.1961571428571431,0,open
studying,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,238,235,0.61758025210084,8,1,studying,0.0001747432815613,-1.5169219131400655,0.0666666666666666,1,0,8,2,open,False,False,True,1.0,1.23516050420168,0,open
man,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,238,208,0.4170134453781512,3,1,man,0.0001747432815613,-1.5169219131400655,0.2,3,0,3,1,open,True,False,True,1.0,0.8340268907563024,0,open
device,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,214,0.1839459915611813,6,1,device,0.0001740090660926,-1.517660113195038,0.0666666666666666,1,0,6,3,open,False,False,True,0.8333333333333334,0.3678919831223626,0,open
turn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,236,219,0.1196368644067795,4,1,turn,0.0001732748506238,-1.5184014346125905,0.1333333333333333,2,0,4,1,open,True,False,True,1.0,0.239273728813559,0,open
perfectly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,236,235,0.6575245762711863,9,1,perfectly,0.0001732748506238,-1.5184014346125905,0.0666666666666666,1,0,9,2,open,False,False,True,0.8888888888888888,1.3150491525423726,0,open
brilliant,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,235,229,0.7934025531914901,9,1,brilliant,0.0001725406351551,-1.5191459039012278,0.1333333333333333,2,0,9,3,open,False,False,True,0.7777777777777778,1.5868051063829802,0,open
hands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,235,228,0.5367778723404253,5,1,hands,0.0001725406351551,-1.5191459039012278,0.1333333333333333,2,0,5,1,open,False,False,True,1.0,1.0735557446808506,0,open
product,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,220,0.3373431623931622,7,1,product,0.0001718064196863,-1.519893547908587,0.0666666666666666,1,0,7,2,open,False,False,True,1.0,0.6746863247863244,0,open
rather,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,234,228,0.3112423076923076,6,1,rather,0.0001718064196863,-1.519893547908587,0.0666666666666666,1,0,6,2,open,False,False,True,0.8333333333333334,0.6224846153846152,0,open
email,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,192,0.060919658119658,5,1,email,0.0001718064196863,-1.519893547908587,0.0666666666666666,1,0,5,3,open,False,False,True,1.0,0.121839316239316,0,open
deleted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233,222,0.0787180257510729,7,1,deleted,0.0001710722042176,-1.5206443938272436,0.0666666666666666,1,0,7,3,open,False,False,True,0.5714285714285714,0.1574360515021458,0,open
sorry,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,232,217,-0.0303646551724137,5,1,sorry,0.0001703379887488,-1.5213984692006477,0.1333333333333333,2,0,5,1,open,False,False,True,0.8,-0.0607293103448274,0,open
doesnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,216,0.1545796536796538,6,1,doesn't,0.0001696037732801,-1.5221558019291852,0.0,0,0,6,2,ambiguous,False,False,True,1.0,0.3091593073593076,0,ambiguous
alot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,221,0.4798151515151513,4,0,lot,0.0001696037732801,-1.5221558019291852,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.9596303030303026,0,ambiguous
lost,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,230,218,-0.0317134782608695,4,1,lost,0.0001688695578113,-1.522916420276374,0.1333333333333333,2,0,4,1,open,True,False,True,1.0,-0.063426956521739,0,open
knows,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230,214,0.4168613043478255,5,1,knows,0.0001688695578113,-1.522916420276374,0.1333333333333333,2,0,5,1,open,False,False,True,1.0,0.833722608695651,0,open
disappointed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,230,224,-0.2263317391304348,12,1,disappointed,0.0001688695578113,-1.522916420276374,0.1333333333333333,2,0,12,5,open,False,False,True,0.75,-0.4526634782608696,-1,open
save,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,229,219,0.5176659388646286,4,1,save,0.0001681353423426,-1.523680352875192,0.2,2,1,4,2,open,True,False,True,1.0,1.0353318777292573,0,open
maybe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,229,218,0.4201711790393009,5,1,maybe,0.0001681353423426,-1.523680352875192,0.1333333333333333,2,0,5,2,open,False,False,True,1.0,0.8403423580786018,0,open
mean,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,229,215,0.2588903930131006,4,1,mean,0.0001681353423426,-1.523680352875192,0.2,3,0,4,2,open,True,False,True,1.0,0.5177807860262011,0,open
due,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,228,223,0.1522596491228069,3,1,due,0.0001674011268739,-1.524447628734544,0.2,3,0,3,2,open,True,False,True,1.0,0.3045192982456138,0,open
true,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,228,224,0.5592412280701748,4,1,true,0.0001674011268739,-1.524447628734544,0.2666666666666666,4,0,4,2,open,True,False,True,1.0,1.1184824561403497,0,open
half,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,228,211,0.002848245614035,4,1,half,0.0001674011268739,-1.524447628734544,0.2,3,0,4,1,open,True,False,True,1.0,0.00569649122807,0,open
style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228,203,0.5414149122807016,5,1,style,0.0001674011268739,-1.524447628734544,0.1333333333333333,2,0,5,1,open,False,False,True,1.0,1.0828298245614032,0,open
fixed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,227,218,0.1563687224669604,5,1,fixed,0.0001666669114051,-1.5252182772458729,0.1333333333333333,2,0,5,2,open,False,False,True,1.0,0.3127374449339208,0,open
believe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,227,223,0.5047898678414093,7,1,believe,0.0001666669114051,-1.5252182772458729,0.0666666666666666,1,0,7,4,open,False,False,True,0.7142857142857143,1.0095797356828187,0,open
developers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,224,0.4582074889867839,10,1,developers,0.0001666669114051,-1.5252182772458729,0.0666666666666666,1,0,10,4,open,False,False,True,0.8,0.9164149779735677,0,open
design,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226,215,0.4561570796460179,6,1,design,0.0001659326959364,-1.5259923281899148,0.1333333333333333,2,0,6,2,open,False,False,True,1.0,0.9123141592920359,0,open
interesting,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,226,223,0.7168530973451331,11,1,interesting,0.0001659326959364,-1.5259923281899148,0.1333333333333333,2,0,11,4,open,False,False,True,0.6363636363636364,1.4337061946902663,0,open
depth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,224,0.5994253333333335,5,1,depth,0.0001651984804676,-1.526769811743604,0.0666666666666666,1,0,5,1,open,False,False,True,1.0,1.198850666666667,0,open
low,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,224,214,0.0865491071428571,3,1,low,0.0001644642649989,-1.5275507584871328,0.2,3,0,3,1,open,True,False,True,1.0,0.1730982142857142,0,open
home,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,223,199,0.4356829596412552,4,1,home,0.0001637300495301,-1.5283351994111691,0.2666666666666666,4,0,4,2,open,True,False,True,1.0,0.8713659192825104,0,open
difficult,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,223,217,0.0855735426008968,9,1,difficult,0.0001637300495301,-1.5283351994111691,0.0666666666666666,1,0,9,3,open,False,False,True,0.7777777777777778,0.1711470852017936,0,open
sign,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,222,199,0.0077513513513513,4,1,sign,0.0001629958340614,-1.5291231659242346,0.2,3,0,4,1,open,True,False,True,1.0,0.0155027027027026,0,open
solution,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,211,0.523124774774775,8,1,solution,0.0001629958340614,-1.5291231659242346,0.0666666666666666,1,0,8,4,open,False,False,True,0.875,1.04624954954955,0,open
honest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,222,216,0.6380405405405408,6,1,honest,0.0001629958340614,-1.5291231659242346,0.0666666666666666,1,0,6,2,open,False,False,True,1.0,1.2760810810810816,0,open
log,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,222,191,0.1046333333333332,3,1,log,0.0001629958340614,-1.5291231659242346,0.2,3,0,3,1,open,True,False,True,1.0,0.2092666666666664,0,open
across,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,222,222,0.5000364864864861,6,1,across,0.0001629958340614,-1.5291231659242346,0.2,3,0,6,2,open,False,False,True,0.8333333333333334,1.0000729729729723,0,open
ais,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,213,0.4670819004524881,3,1,ais,0.0001622616185926,-1.529914689860252,0.0666666666666666,1,0,3,2,open,True,False,True,1.0,0.9341638009049762,0,open
performance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,218,0.2785045248868778,11,1,performance,0.0001622616185926,-1.529914689860252,0.0666666666666666,1,0,11,4,open,False,False,True,0.8181818181818182,0.5570090497737556,0,open
current,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220,213,0.2532731818181817,7,1,current,0.0001615274031239,-1.5307098034862614,0.1333333333333333,2,0,7,2,open,False,False,True,0.8571428571428571,0.5065463636363634,0,open
background,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,220,198,0.3945568181818181,10,1,background,0.0001615274031239,-1.5307098034862614,0.1333333333333333,2,0,10,3,open,False,False,True,1.0,0.7891136363636362,0,open
ago,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,220,216,0.1583463636363636,3,1,ago,0.0001615274031239,-1.5307098034862614,0.1333333333333333,2,0,3,2,open,True,False,True,1.0,0.3166927272727272,0,open
couldn't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,209,0.1020499999999999,8,1,couldn't,0.0001615274031239,-1.5307098034862614,0.0,0,0,8,2,ambiguous,False,True,False,1.0,0.2040999999999998,0,ambiguous
her,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,219,177,0.4955086757990867,3,1,her,0.0001607931876551,-1.5315085395103123,0.1333333333333333,0,1,3,1,closed,True,False,True,1.0,0.9910173515981734,0,closed
speaking,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,217,203,0.3290760368663593,8,1,speaking,0.0001593247567177,-1.533117011838422,0.2,3,0,8,3,open,False,False,True,1.0,0.6581520737327186,0,open
close,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,217,210,0.2698138248847926,5,1,close,0.0001593247567177,-1.533117011838422,0.2666666666666666,4,0,5,2,open,False,False,True,1.0,0.5396276497695852,0,open
mein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,147,0.2553758139534883,4,0,men,0.0001578563257802,-1.5347403776406665,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.5107516279069766,0,ambiguous
remove,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,197,0.1195911627906976,6,1,remove,0.0001578563257802,-1.5347403776406665,0.1333333333333333,2,0,6,3,open,False,False,True,0.8333333333333334,0.2391823255813952,0,open
natural,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,214,205,0.736303271028037,7,1,natural,0.0001571221103114,-1.5355577322867326,0.1333333333333333,2,0,7,3,open,False,False,True,0.8571428571428571,1.472606542056074,0,open
proper,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,214,201,0.1507570093457943,6,1,proper,0.0001571221103114,-1.5355577322867326,0.1333333333333333,2,0,6,2,open,False,False,True,0.6666666666666666,0.3015140186915886,0,open
related,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,213,201,0.3200173708920186,7,1,related,0.0001563878948427,-1.5363789153057623,0.1333333333333333,2,0,7,3,open,False,False,True,0.8571428571428571,0.6400347417840372,0,open
understands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212,206,0.6232325471698108,11,1,understands,0.0001556536793739,-1.5372039627296992,0.0666666666666666,1,0,11,3,open,False,False,True,0.7272727272727273,1.2464650943396216,0,open
providing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212,205,0.3995306603773584,9,1,providing,0.0001556536793739,-1.5372039627296992,0.0666666666666666,1,0,9,3,open,False,False,True,0.8888888888888888,0.7990613207547168,0,open
uninstall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,204,-0.0414240566037735,9,1,uninstall,0.0001556536793739,-1.5372039627296992,0.0,0,0,9,3,ambiguous,False,False,True,0.7777777777777778,-0.082848113207547,0,ambiguous
certain,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,212,200,0.4298556603773584,7,1,certain,0.0001556536793739,-1.5372039627296992,0.2,2,0,7,3,open,False,False,True,1.0,0.8597113207547168,0,open
left,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,212,200,0.2269938679245283,4,1,left,0.0001556536793739,-1.5372039627296992,0.2666666666666666,4,0,4,1,open,True,False,True,1.0,0.4539877358490566,0,open
privacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,194,0.1982823809523808,7,1,privacy,0.0001541852484364,-1.5388657974852604,0.0666666666666666,1,0,7,2,open,False,False,True,1.0,0.3965647619047616,0,open
copy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,177,0.1630913875598087,4,1,copy,0.0001534510329677,-1.5397026594753287,0.1333333333333333,2,0,4,1,open,True,False,True,1.0,0.3261827751196174,0,open
technology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,200,0.5936387559808612,10,1,technology,0.0001534510329677,-1.5397026594753287,0.0666666666666666,1,0,10,3,open,False,False,True,0.9,1.1872775119617225,0,open
solving,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,206,0.5555751196172252,7,1,solving,0.0001534510329677,-1.5397026594753287,0.0666666666666666,1,0,7,2,open,False,False,True,1.0,1.1111502392344503,0,open
goes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,205,0.180123923444976,4,1,goes,0.0001534510329677,-1.5397026594753287,0.1333333333333333,2,0,4,2,open,True,False,True,1.0,0.360247846889952,0,open
okay,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,208,194,0.3557197115384616,4,1,okay,0.0001527168174989,-1.5405435352073196,0.2,3,0,4,2,open,True,False,True,1.0,0.7114394230769232,0,open
partner,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208,203,0.6827649038461541,7,1,partner,0.0001527168174989,-1.5405435352073196,0.1333333333333333,2,0,7,2,open,False,False,True,0.8571428571428571,1.3655298076923081,0,open
general,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,208,203,0.478697115384615,7,1,general,0.0001527168174989,-1.5405435352073196,0.2,3,0,7,3,open,False,False,True,0.8571428571428571,0.95739423076923,0,open
suggestions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,198,0.5786729468599033,11,1,suggestions,0.0001519826020302,-1.5413884633681256,0.0,0,0,11,4,ambiguous,False,False,True,0.7272727272727273,1.1573458937198067,0,ambiguous
recent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206,200,0.1709868932038835,6,1,recent,0.0001512483865615,-1.542237483206681,0.0666666666666666,1,0,6,2,open,False,False,True,0.8333333333333334,0.341973786407767,0,open
sent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,206,186,0.052378640776699,4,1,sent,0.0001512483865615,-1.542237483206681,0.2,3,0,4,1,open,True,False,True,1.0,0.104757281553398,0,open
generated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206,196,0.2244388349514562,9,1,generated,0.0001512483865615,-1.542237483206681,0.0666666666666666,1,0,9,4,open,False,False,True,0.7777777777777778,0.4488776699029124,0,open
what's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,194,0.110650243902439,6,1,what's,0.0001505141710927,-1.5430906345449018,0.0,0,0,6,1,ambiguous,False,True,False,1.0,0.221300487804878,0,ambiguous
example,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,199,0.3358191176470587,7,1,example,0.000149779955624,-1.5439479577888928,0.0666666666666666,1,0,7,3,open,False,False,True,0.8571428571428571,0.6716382352941174,0,open
software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,187,0.4858583333333333,8,1,software,0.000149779955624,-1.5439479577888928,0.0666666666666666,1,0,8,3,open,False,False,True,1.0,0.9717166666666666,0,open
switch,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,203,196,0.1614399014778325,6,1,switch,0.0001490457401552,-1.5448094939404315,0.2,3,0,6,1,open,False,False,True,1.0,0.322879802955665,0,open
stuck,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,203,197,-0.1014581280788178,5,1,stuck,0.0001490457401552,-1.5448094939404315,0.2,3,0,5,1,open,False,False,True,1.0,-0.2029162561576356,0,open
searching,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,203,194,0.4337763546798029,9,1,searching,0.0001490457401552,-1.5448094939404315,0.2,3,0,9,3,open,False,False,True,1.0,0.8675527093596058,0,open
buy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203,186,0.1867906403940888,3,1,buy,0.0001490457401552,-1.5448094939404315,0.1333333333333333,2,0,3,1,open,True,False,True,1.0,0.3735812807881776,0,open
queries,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,191,0.3803336633663365,7,1,queries,0.0001483115246865,-1.5456752846087336,0.0666666666666666,1,0,7,4,open,False,False,True,0.8571428571428571,0.760667326732673,0,open
seconds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,197,0.3858198019801979,7,1,seconds,0.0001483115246865,-1.5456752846087336,0.1333333333333333,2,0,7,2,open,False,False,True,0.8571428571428571,0.7716396039603958,0,open
nhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,150,0.0643613861386138,3,1,nhi,0.0001483115246865,-1.5456752846087336,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.1287227722772276,0,ambiguous
suggest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,201,0.4247326732673265,7,1,suggest,0.0001483115246865,-1.5456752846087336,0.0666666666666666,1,0,7,2,open,False,False,True,0.7142857142857143,0.849465346534653,0,open
lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,190,0.5925920792079205,3,1,lol,0.0001483115246865,-1.5456752846087336,0.0,0,0,3,1,ambiguous,True,False,True,0.6666666666666666,1.185184158415841,0,ambiguous
nahi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,156,0.1094217821782178,4,0,ahi,0.0001483115246865,-1.5456752846087336,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.2188435643564356,0,ambiguous
process,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,194,0.3533539603960396,7,1,process,0.0001483115246865,-1.5456752846087336,0.1333333333333333,2,0,7,2,open,False,False,True,0.8571428571428571,0.7067079207920792,0,open
camera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,173,0.3359666666666667,6,1,camera,0.0001475773092177,-1.5465453720225122,0.0666666666666666,1,0,6,3,open,False,False,True,0.8333333333333334,0.6719333333333334,0,open
speech,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,178,0.2076930348258705,6,1,speech,0.0001475773092177,-1.5465453720225122,0.0666666666666666,1,0,6,2,open,False,False,True,0.8333333333333334,0.415386069651741,0,open
mistake,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,179,-0.1104395,7,1,mistake,0.000146843093749,-1.5474197990423364,0.1333333333333333,2,0,7,3,open,False,False,True,1.0,-0.220879,0,open
correctly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,196,0.1191535,9,1,correctly,0.000146843093749,-1.5474197990423364,0.0666666666666666,1,0,9,2,open,False,False,True,0.7777777777777778,0.238307,0,open
incredible,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,199,198,0.4841547738693465,10,1,incredible,0.0001461088782802,-1.5482986091733006,0.0666666666666666,1,0,10,4,open,False,False,True,0.8,0.968309547738693,0,open
within,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,199,195,0.3317286432160801,6,1,within,0.0001461088782802,-1.5482986091733006,0.0666666666666666,1,0,6,2,open,False,False,True,0.8333333333333334,0.6634572864321602,0,open
cause,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,192,0.2154869346733668,5,1,cause,0.0001461088782802,-1.5482986091733006,0.1333333333333333,2,0,5,3,open,False,False,True,1.0,0.4309738693467336,0,open
worked,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,198,192,0.2933570707070704,6,1,worked,0.0001453746628115,-1.5491818465780125,0.1333333333333333,2,0,6,2,open,False,False,True,1.0,0.5867141414141408,0,open
side,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,198,174,0.46700101010101,4,1,side,0.0001453746628115,-1.5491818465780125,0.2,3,0,4,2,open,True,False,True,1.0,0.93400202020202,0,open
achcha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,120,0.2950484848484846,6,1,achcha,0.0001453746628115,-1.5491818465780125,0.0,0,0,6,2,ambiguous,False,False,True,0.5,0.5900969696969692,0,ambiguous
sucks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198,194,-0.1870282828282828,5,1,sucks,0.0001453746628115,-1.5491818465780125,0.1333333333333333,2,0,5,1,open,False,False,True,0.8,-0.3740565656565656,0,open
informative,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,197,196,0.5922076142131977,11,1,informative,0.0001446404473428,-1.55006955608991,0.0666666666666666,1,0,11,5,open,False,False,True,0.9090909090909091,1.1844152284263954,0,open
place,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197,194,0.4284182741116752,5,1,place,0.0001446404473428,-1.55006955608991,0.1333333333333333,2,0,5,2,open,False,False,True,1.0,0.8568365482233504,0,open
changes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197,191,0.1801269035532993,7,1,changes,0.0001446404473428,-1.55006955608991,0.1333333333333333,2,0,7,2,open,False,False,True,1.0,0.3602538071065986,0,open
