word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,open_count,closed_count,word_length,vowel_count,class_type,is_short,has_apostrophe,is_alpha,unique_char_ratio,weighted_sentiment
requiring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0.4357892857142857,9,0,requiting,2.0558033124865086e-05,0.644951443477734,0.0,0,0,9,4,ambiguous,False,False,True,0.7777777777777778,0.8715785714285714
chatgpt's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0.4419249999999999,9,1,chatgpt's,2.0558033124865086e-05,0.644951443477734,0.0,0,0,9,1,ambiguous,False,True,False,0.8888888888888888,0.8838499999999998
sirf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0.0790407407407407,4,0,sir,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,4,1,ambiguous,True,False,True,1.0,0.1580814814814814
sare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0.299062962962963,4,0,sae,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.598125925925926
gaslighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,-0.1906037037037037,11,1,gaslighting,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,11,3,ambiguous,False,False,True,0.7272727272727273,-0.3812074074074074
ismein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0.0718777777777777,6,1,ismein,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,6,3,ambiguous,False,False,True,0.8333333333333334,0.1437555555555554
alexa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0.5019296296296295,5,1,alexa,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,5,3,ambiguous,False,False,True,0.8,1.003859259259259
cheaper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0.2923481481481482,7,0,heaper,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,7,3,ambiguous,False,False,True,0.8571428571428571,0.5846962962962964
here's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,0.4925222222222223,6,0,heres,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,6,2,ambiguous,False,True,False,0.8333333333333334,0.9850444444444446
le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0.1879185185185186,2,0,le,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.3758370370370372
perplexity's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0.2441814814814815,12,1,perplexity's,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,12,3,ambiguous,False,True,False,0.8333333333333334,0.488362962962963
wala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0.0274592592592592,4,0,ala,1.9823817656119905e-05,0.6432363202993117,0.0,0,0,4,2,ambiguous,True,False,True,0.75,0.0549185185185184
existence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0.1539923076923077,9,0,exitance,1.9089602187374723e-05,0.6414349232056878,0.0,0,0,9,4,ambiguous,False,False,True,0.7777777777777778,0.3079846153846154
gaming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0.5232115384615382,6,0,gamin,1.9089602187374723e-05,0.6414349232056878,0.0,0,0,6,2,ambiguous,False,False,True,0.8333333333333334,1.0464230769230765
you'd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0.5248192307692308,5,1,you'd,1.9089602187374723e-05,0.6414349232056878,0.0,0,0,5,2,ambiguous,False,True,False,1.0,1.0496384615384615
tarah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0.2787,5,0,tara,1.9089602187374723e-05,0.6414349232056878,0.0,0,0,5,2,ambiguous,False,False,True,0.8,0.5574
glitching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0.2637846153846154,9,1,glitching,1.9089602187374723e-05,0.6414349232056878,0.0,0,0,9,2,ambiguous,False,False,True,0.7777777777777778,0.5275692307692308
tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0.2341,3,1,tak,1.9089602187374723e-05,0.6414349232056878,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.4682
baad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0.0704846153846153,4,0,aad,1.9089602187374723e-05,0.6414349232056878,0.0,0,0,4,2,ambiguous,True,False,True,0.75,0.1409692307692306
anybody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,26,0.5469307692307693,7,1,anybody,1.9089602187374723e-05,0.6414349232056878,0.0666666666666666,0,1,7,2,ambiguous,False,False,True,0.8571428571428571,1.0938615384615387
adhd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.4904,4,0,add,1.835538671862954e-05,0.6395392040666789,0.0,0,0,4,1,ambiguous,True,False,True,0.75,0.9808
learnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.8134039999999999,6,0,learn,1.835538671862954e-05,0.6395392040666789,0.0,0,0,6,2,ambiguous,False,False,True,1.0,1.6268079999999998
usko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0.108752,4,0,uso,1.835538671862954e-05,0.6395392040666789,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.217504
multitasking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.53544,12,1,multitasking,1.835538671862954e-05,0.6395392040666789,0.0,0,0,12,4,ambiguous,False,False,True,0.8333333333333334,1.07088
selecting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.230848,9,0,selectin,1.835538671862954e-05,0.6395392040666789,0.0,0,0,9,3,ambiguous,False,False,True,0.8888888888888888,0.461696
simplest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,-0.11316,8,0,simples,1.835538671862954e-05,0.6395392040666789,0.0,0,0,8,2,ambiguous,False,False,True,0.875,-0.22632
today's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.1389759999999999,7,0,todays,1.835538671862954e-05,0.6395392040666789,0.0,0,0,7,2,ambiguous,False,True,False,1.0,0.2779519999999998
bhot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0.2119959999999999,4,0,bot,1.835538671862954e-05,0.6395392040666789,0.0,0,0,4,1,ambiguous,True,False,True,1.0,0.4239919999999998
imo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.655056,3,1,imo,1.835538671862954e-05,0.6395392040666789,0.0,0,0,3,2,ambiguous,True,False,True,1.0,1.310112
who's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.5618000000000001,5,0,whos,1.835538671862954e-05,0.6395392040666789,0.0,0,0,5,1,ambiguous,False,True,False,1.0,1.1236000000000002
veryvery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0.160104,8,0,servery,1.835538671862954e-05,0.6395392040666789,0.0,0,0,8,2,ambiguous,False,False,True,0.5,0.320208
aapka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0.1786416666666667,5,0,aapa,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,5,3,ambiguous,False,False,True,0.6,0.3572833333333334
kafi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0.41935,4,0,kaf,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.8387
hua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.25145,3,1,hua,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,3,2,ambiguous,True,False,True,1.0,0.5029
chatgtp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.3287708333333334,7,1,chatgtp,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,7,1,ambiguous,False,False,True,0.8571428571428571,0.6575416666666668
wasnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.2601291666666666,5,1,wasn't,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,5,1,ambiguous,False,False,True,1.0,0.5202583333333332
sabhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0.3717125,5,0,sabha,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.743425
aise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0.1797666666666666,4,0,ais,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,4,3,ambiguous,True,False,True,1.0,0.3595333333333332
roleplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0.1687541666666666,8,0,rôleplay,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,8,3,ambiguous,False,False,True,0.875,0.3375083333333332
iphone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.1665666666666667,6,0,phone,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,6,3,ambiguous,False,False,True,1.0,0.3331333333333334
weren't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.1477625,7,1,weren't,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,7,2,ambiguous,False,True,False,0.8571428571428571,0.295525
eg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.2717583333333334,2,0,eg,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.5435166666666668
jaaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,-0.1126499999999999,5,1,jaaye,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,5,3,ambiguous,False,False,True,0.8,-0.2252999999999998
hoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0.1378083333333333,4,0,hog,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.2756166666666666
discussing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.3793958333333334,10,0,disclosing,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,10,3,ambiguous,False,False,True,0.7,0.7587916666666668
underrated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.644425,10,0,underrate,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,10,4,ambiguous,False,False,True,0.7,1.28885
unsubscribe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,-0.2215291666666667,11,0,unsubscriber,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,11,4,ambiguous,False,False,True,0.7272727272727273,-0.4430583333333334
apni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0.3366458333333333,4,0,api,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.6732916666666666
yall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.1576916666666666,4,0,all,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,4,1,ambiguous,True,False,True,0.75,0.3153833333333332
they've,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,-0.0273624999999999,7,1,they've,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,7,2,ambiguous,False,True,False,0.8571428571428571,-0.0547249999999998
agentic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.5899541666666667,7,0,argentic,1.7621171249884363e-05,0.6375399955160673,0.0,0,0,7,3,ambiguous,False,False,True,1.0,1.1799083333333333
delivering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0.1199782608695652,10,0,deliverring,1.688695578113918e-05,0.6354268000766977,0.0,0,0,10,4,ambiguous,False,False,True,0.8,0.2399565217391304
banane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0.2030521739130434,6,0,banan,1.688695578113918e-05,0.6354268000766977,0.0,0,0,6,3,ambiguous,False,False,True,0.6666666666666666,0.4061043478260868
uska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0.1295521739130434,4,0,urka,1.688695578113918e-05,0.6354268000766977,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.2591043478260868
canceling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,-0.0835739130434782,9,0,cancelling,1.688695578113918e-05,0.6354268000766977,0.0,0,0,9,3,ambiguous,False,False,True,0.7777777777777778,-0.1671478260869564
github,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0.3366826086956522,6,1,github,1.688695578113918e-05,0.6354268000766977,0.0,0,0,6,2,ambiguous,False,False,True,1.0,0.6733652173913044
jio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0.269595652173913,3,1,jio,1.688695578113918e-05,0.6354268000766977,0.0,0,0,3,2,ambiguous,True,False,True,1.0,0.539191304347826
kaise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0.1186391304347826,5,0,paise,1.688695578113918e-05,0.6354268000766977,0.0,0,0,5,3,ambiguous,False,False,True,1.0,0.2372782608695652
onto,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,21,0.2148217391304347,4,1,onto,1.688695578113918e-05,0.6354268000766977,0.0666666666666666,0,1,4,2,ambiguous,True,False,True,0.75,0.4296434782608694
bohat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0.37865,5,0,boat,1.6152740312394e-05,0.6331875282688906,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.7573
banaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.2298590909090909,6,0,banya,1.6152740312394e-05,0.6331875282688906,0.0,0,0,6,3,ambiguous,False,False,True,0.6666666666666666,0.4597181818181818
lil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0.6028363636363637,3,1,lil,1.6152740312394e-05,0.6331875282688906,0.0,0,0,3,1,ambiguous,True,False,True,0.6666666666666666,1.2056727272727275
aata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0.1844136363636363,4,0,rata,1.6152740312394e-05,0.6331875282688906,0.0,0,0,4,3,ambiguous,True,False,True,0.5,0.3688272727272726
rahi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.2314954545454545,4,0,ahi,1.6152740312394e-05,0.6331875282688906,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.462990909090909
dete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.2333545454545454,4,0,dee,1.6152740312394e-05,0.6331875282688906,0.0,0,0,4,2,ambiguous,True,False,True,0.75,0.4667090909090908
one's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0.589472727272727,5,0,ones,1.6152740312394e-05,0.6331875282688906,0.0,0,0,5,2,ambiguous,False,True,False,1.0,1.178945454545454
realy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0.5154727272727272,5,0,real,1.6152740312394e-05,0.6331875282688906,0.0,0,0,5,2,ambiguous,False,False,True,1.0,1.0309454545454544
revisiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0.5982136363636363,10,0,revisitting,1.6152740312394e-05,0.6331875282688906,0.0,0,0,10,4,ambiguous,False,False,True,0.8,1.1964272727272727
creations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0.6782954545454545,9,1,creations,1.6152740312394e-05,0.6331875282688906,0.0,0,0,9,4,ambiguous,False,False,True,1.0,1.356590909090909
apna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.1665227272727272,4,0,ana,1.6152740312394e-05,0.6331875282688906,0.0,0,0,4,2,ambiguous,True,False,True,0.75,0.3330454545454544
kro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0.4235227272727272,3,1,kro,1.6152740312394e-05,0.6331875282688906,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.8470454545454544
coolest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0.5746666666666668,7,1,coolest,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,7,3,ambiguous,False,False,True,0.8571428571428571,1.1493333333333335
milta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.382095238095238,5,0,milt,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.764190476190476
abt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.6450761904761904,3,1,abt,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,3,1,ambiguous,True,False,True,1.0,1.2901523809523807
paypal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.5529095238095239,6,0,papal,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,6,2,ambiguous,False,False,True,0.6666666666666666,1.1058190476190477
gemeni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.6173857142857143,6,0,yemeni,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,6,3,ambiguous,False,False,True,0.8333333333333334,1.2347714285714286
apk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.1740095238095238,3,1,apk,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.3480190476190476
advices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0.6781476190476192,7,1,advices,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,7,3,ambiguous,False,False,True,1.0,1.3562952380952384
mene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.0192238095238095,4,0,men,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,4,2,ambiguous,True,False,True,0.75,0.038447619047619
uske,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,-0.1238142857142857,4,0,use,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,4,2,ambiguous,True,False,True,1.0,-0.2476285714285714
reddit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.1784761904761904,6,1,reddit,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,6,2,ambiguous,False,False,True,0.8333333333333334,0.3569523809523808
kare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0.1930523809523809,4,0,are,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.3861047619047618
usefulness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0.5159523809523809,10,1,usefulness,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,10,4,ambiguous,False,False,True,0.6,1.0319047619047619
kharab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,-0.0166523809523809,6,1,kharab,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,6,2,ambiguous,False,False,True,0.8333333333333334,-0.0333047619047618
dumbest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,-0.5147714285714287,7,1,dumbest,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,7,2,ambiguous,False,False,True,1.0,-1.0295428571428573
samajh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.3896380952380952,6,0,samaj,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,6,2,ambiguous,False,False,True,0.8333333333333334,0.7792761904761903
emojis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.2728047619047619,6,1,emojis,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,6,3,ambiguous,False,False,True,1.0,0.5456095238095238
recognise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,-0.1487714285714285,9,0,recognize,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,9,4,ambiguous,False,False,True,0.8888888888888888,-0.297542857142857
bahot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0.2571428571428572,5,0,baht,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.5142857142857143
world's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.5355047619047619,7,0,worldes,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,7,1,ambiguous,False,True,False,1.0,1.0710095238095239
dekh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.1929285714285714,4,0,dek,1.5418524843648817e-05,0.6308081703830098,0.0,0,0,4,1,ambiguous,True,False,True,1.0,0.3858571428571428
phone's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.32992,7,0,phones,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,7,2,ambiguous,False,True,False,1.0,0.65984
haha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.6688050000000001,4,0,aha,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,4,2,ambiguous,True,False,True,0.5,1.3376100000000002
copilot's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.510765,9,0,copilots,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,9,3,ambiguous,False,True,False,0.8888888888888888,1.02153
ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0.12327,2,0,ga,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.24654
capilot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0.6783849999999998,7,0,copilot,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,7,3,ambiguous,False,False,True,1.0,1.3567699999999996
madad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0.26571,5,0,adad,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,5,2,ambiguous,False,False,True,0.6,0.53142
padhaai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0.39288,7,1,padhaai,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,7,4,ambiguous,False,False,True,0.7142857142857143,0.78576
promt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.136955,5,0,prom,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,5,1,ambiguous,False,False,True,1.0,0.27391
nuanced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.6121850000000001,7,0,nuance,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,7,3,ambiguous,False,False,True,0.8571428571428571,1.2243700000000002
opt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0.05972,3,1,opt,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.11944
whose,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,20,0.319525,5,1,whose,1.4684309374903634e-05,0.6282723810177272,0.1333333333333333,0,1,5,2,ambiguous,False,False,True,1.0,0.63905
iss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0.48514,3,1,iss,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,3,1,ambiguous,True,False,True,0.6666666666666666,0.97028
kyunki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.1375299999999999,6,1,kyunki,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,6,2,ambiguous,False,False,True,0.8333333333333334,0.2750599999999998
havent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.4262299999999999,6,1,haven't,1.4684309374903634e-05,0.6282723810177272,0.0,0,0,6,2,ambiguous,False,False,True,1.0,0.8524599999999998
bluetooth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0.1031947368421052,9,1,bluetooth,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,9,4,ambiguous,False,False,True,0.7777777777777778,0.2063894736842104
replied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,-0.0339052631578947,7,0,replier,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,7,3,ambiguous,False,False,True,0.8571428571428571,-0.0678105263157894
wrost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,-0.0664947368421052,5,0,rost,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,5,1,ambiguous,False,False,True,1.0,-0.1329894736842104
appp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.2064684210526315,4,0,app,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,4,1,ambiguous,True,False,True,0.5,0.412936842105263
dekha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0.2159421052631579,5,1,dekha,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.4318842105263158
organised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.6479263157894737,9,0,organized,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,9,4,ambiguous,False,False,True,1.0,1.2958526315789474
ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0.2696947368421051,2,0,ja,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.5393894736842102
storytelling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.6476736842105263,12,1,storytelling,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,12,3,ambiguous,False,False,True,0.8333333333333334,1.2953473684210526
udaipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0.8270999999999998,7,1,udaipur,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,7,4,ambiguous,False,False,True,0.8571428571428571,1.6541999999999997
deti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.1222736842105263,4,0,deth,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.2445473684210526
uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0.108857894736842,2,0,uk,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.217715789473684
amd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.3383315789473683,3,1,amd,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.6766631578947366
banaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0.2618421052631579,5,0,banan,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,5,3,ambiguous,False,False,True,0.6,0.5236842105263158
we've,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.5512894736842107,5,0,weyve,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,5,2,ambiguous,False,True,False,0.8,1.1025789473684213
thanku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.5842368421052633,6,0,thank,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,6,2,ambiguous,False,False,True,1.0,1.1684736842105266
liya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.0824315789473684,4,0,lima,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.1648631578947368
millions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.5010157894736841,8,1,millions,1.3950093906158452e-05,0.6255609474815194,0.0,0,0,8,3,ambiguous,False,False,True,0.75,1.0020315789473682
microslop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,-0.1432777777777777,9,0,microblog,1.321587843741327e-05,0.6226511014835566,0.0,0,0,9,3,ambiguous,False,False,True,0.8888888888888888,-0.2865555555555554
