word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,open_count,closed_count,word_length,vowel_count,class_type,is_short,has_apostrophe,is_alpha,unique_char_ratio,weighted_sentiment,actual,predicted,actual_label,predicted_label,prob_closed,prob_open,prob_ambiguous,final_prediction,certainty,final_actual
dhanyvad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.3678999999999999,8,1,dhanyvad,5.873723749961453e-06,0.571637330557974,0.0,0,0,8,2,ambiguous,False,False,True,0.75,0.7357999999999998,ambiguous,open,ambiguous,open,0.03998420078294322,0.5303922184137758,0.42962358080327645,open,0.5303922184137758,open
quickest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,10,0.2635545454545455,8,1,quickest,8.076370156197e-06,0.5934578873666095,0.0666666666666666,1,0,8,3,open,False,False,True,1.0,0.527109090909091,open,open,open,open,0.033181474870372527,0.5304432106488332,0.4363753144807901,open,0.5304432106488332,open
instruct,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.2613909090909091,8,1,instruct,8.076370156197e-06,0.5934578873666095,0.1333333333333333,2,0,8,2,open,False,False,True,0.875,0.5227818181818182,open,open,open,open,0.033181474870372527,0.5304432106488332,0.4363753144807901,open,0.5304432106488332,open
yaar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,0.31662,4,1,yaar,2.202646406235545e-05,0.648150460701653,0.0666666666666666,1,0,4,2,open,True,False,True,0.75,0.63324,open,ambiguous,open,ambiguous,0.09288736200694413,0.37666240217554164,0.5304502358175149,open,0.5304502358175149,open
provider,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.2533,8,1,provider,8.810585624942181e-06,0.5989937658314455,0.0666666666666666,1,0,8,3,open,False,False,True,0.875,0.5066,open,open,open,open,0.033181474870372527,0.5304964515351465,0.43632207359447667,open,0.5304964515351465,open
commonly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0.3828999999999999,8,1,commonly,5.139508281216272e-06,0.5617012295157272,0.0666666666666666,1,0,8,2,open,False,False,True,0.75,0.7657999999999998,open,open,open,open,0.042039581170717585,0.530499819315313,0.4274605995139651,open,0.530499819315313,open
avery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.6993181818181818,5,0,very,8.076370156197e-06,0.5934578873666095,0.0,0,0,5,2,ambiguous,False,False,True,1.0,1.3986363636363637,ambiguous,ambiguous,ambiguous,ambiguous,0.007424930884977329,0.46205184969460605,0.5305232194204184,open,0.5305232194204184,open
nigeria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0.1603421052631579,7,1,nigeria,1.3950093906158452e-05,0.6255609474815194,0.0666666666666666,1,0,7,4,open,False,False,True,0.8571428571428571,0.3206842105263158,open,open,open,open,0.03548221284643445,0.5306099518781158,0.4339078352754464,open,0.5306099518781158,open
billion,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0.1687318181818181,7,1,billion,1.6152740312394e-05,0.6331875282688906,0.1333333333333333,2,0,7,3,open,False,False,True,0.7142857142857143,0.3374636363636362,open,open,open,open,0.03569552759361147,0.5307024335457051,0.43360203886068005,open,0.5307024335457051,open
size,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,79,68,0.2824329113924051,4,1,size,5.800302203086936e-05,0.6866057309469275,0.2,3,0,4,2,open,True,False,True,1.0,0.5648658227848102,open,ambiguous,open,ambiguous,0.05664523686193813,0.41260352284059304,0.5307512402974701,open,0.5307512402974701,open
coders,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.6186727272727273,6,1,coders,8.076370156197e-06,0.5934578873666095,0.0666666666666666,1,0,6,2,open,False,False,True,1.0,1.2373454545454545,open,open,open,open,0.01028344101212867,0.5308424466878566,0.458874112300014,open,0.5308424466878566,open
wall,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,0.3014309523809523,4,1,wall,3.0837049687297635e-05,0.6627923278454898,0.1333333333333333,2,0,4,1,open,True,False,True,0.75,0.6028619047619046,open,ambiguous,open,ambiguous,0.07364392199831049,0.3954634087111144,0.5308926692905758,open,0.5308926692905758,open
employee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.3389399999999999,8,1,employee,7.342154687451817e-06,0.5871908758202614,0.0666666666666666,1,0,8,4,open,False,False,True,0.75,0.6778799999999998,open,open,open,open,0.042526089735759436,0.5309334281084348,0.4265404821558016,open,0.5309334281084348,open
short,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,327,318,0.3550758409785932,5,1,short,0.0002400884582796,0.7276339627145727,0.2,3,0,5,1,open,False,False,True,1.0,0.7101516819571864,open,closed,open,closed,0.5310205744032137,0.2976485483788673,0.17133087721792076,closed,0.5310205744032137,open
bother,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0.0811790697674418,6,1,bother,3.157126515604281e-05,0.6637605539783985,0.0666666666666666,1,0,6,2,open,False,False,True,1.0,0.1623581395348836,open,open,open,open,0.03167287151461703,0.531020952817676,0.4373061756677056,open,0.531020952817676,open
widget,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,0.3030354838709678,6,1,widget,2.2760679531100632e-05,0.6496462468470389,0.0666666666666666,1,0,6,2,open,False,False,True,1.0,0.6060709677419356,open,open,open,open,0.04035549865611291,0.5310218329301142,0.42862266841377106,open,0.5310218329301142,open
applied,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.2848117647058823,7,1,applied,1.2481662968668089e-05,0.6195156162140293,0.1333333333333333,2,0,7,3,open,False,False,True,0.8571428571428571,0.5696235294117646,open,open,open,open,0.04521676645568788,0.5311466572080125,0.4236365763362961,open,0.5311466572080125,open
immense,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.6001285714285716,7,1,immense,5.139508281216272e-06,0.5617012295157272,0.0666666666666666,1,0,7,3,open,False,False,True,0.7142857142857143,1.2002571428571431,open,open,open,open,0.01451858182638599,0.5311896454284348,0.4542917727451775,open,0.5311896454284348,open
sisters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.6007285714285714,7,1,sisters,5.139508281216272e-06,0.5617012295157272,0.0666666666666666,1,0,7,2,open,False,False,True,0.7142857142857143,1.2014571428571428,open,open,open,open,0.01451858182638599,0.5311896454284348,0.4542917727451775,open,0.5311896454284348,open
asset,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0.8413217391304348,5,1,asset,1.688695578113918e-05,0.6354268000766977,0.0666666666666666,1,0,5,2,open,False,False,True,0.8,1.6826434782608697,open,open,open,open,0.007660694257352003,0.5311914464668035,0.46114785927584534,open,0.5311914464668035,open
planner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.4780374999999999,7,1,planner,5.873723749961453e-06,0.571637330557974,0.0666666666666666,1,0,7,2,open,False,False,True,0.8571428571428571,0.9560749999999998,open,open,open,open,0.03382194941041549,0.5312020952044726,0.43497595538510864,open,0.5312020952044726,open
driver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.6151384615384615,6,1,driver,9.54480109368736e-06,0.6039359308784116,0.0666666666666666,1,0,6,2,open,False,False,True,0.8333333333333334,1.230276923076923,open,open,open,open,0.01028344101212867,0.5312094989575618,0.45850706003030894,open,0.5312094989575618,open
saves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,0.5629899999999998,5,1,saves,0.0001248166296866,0.7104939698582374,0.1333333333333333,2,0,5,2,open,False,False,True,0.8,1.1259799999999995,open,open,open,open,0.12919427634362468,0.5312772894420917,0.3395284342142846,open,0.5312772894420917,open
nudity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,-0.2976,6,1,nudity,5.139508281216272e-06,0.5617012295157272,0.0,0,0,6,2,ambiguous,False,False,True,1.0,-0.5952,ambiguous,open,ambiguous,open,0.007239654254767402,0.5313352584800769,0.46142508726515435,open,0.5313352584800769,open
graphs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.65689,6,1,graphs,7.342154687451817e-06,0.5871908758202614,0.1333333333333333,2,0,6,1,open,False,False,True,1.0,1.31378,open,open,open,open,0.008531122978146143,0.5313830411239263,0.46008583589792723,open,0.5313830411239263,open
minds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0.673630303030303,5,1,minds,2.4229110468590995e-05,0.6524554708460382,0.1333333333333333,2,0,5,1,open,False,False,True,1.0,1.347260606060606,open,open,open,open,0.008793491610215342,0.5315569345692551,0.4596495738205308,open,0.5315569345692551,open
overnight,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0.2373199999999999,9,1,overnight,3.671077343725909e-06,0.5343829898349378,0.2,3,0,9,3,open,False,False,True,1.0,0.4746399999999998,open,open,open,open,0.016722061760776754,0.5315776889996551,0.4517002492395649,open,0.5315776889996551,open
finishes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1352444444444444,8,1,finishes,6.607939218706635e-06,0.5800052903735844,0.1333333333333333,2,0,8,3,open,False,False,True,0.75,0.2704888888888888,open,open,open,open,0.02703671111842638,0.5315849502867188,0.44137833859485115,open,0.5315849502867188,open
geometry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0997428571428571,8,1,geometry,5.139508281216272e-06,0.5617012295157272,0.0666666666666666,1,0,8,3,open,False,False,True,0.875,0.1994857142857142,open,open,open,open,0.02703671111842638,0.5316332721038743,0.44133001677769595,open,0.5316332721038743,open
batalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0.7430000000000001,6,1,batalo,7.342154687451817e-06,0.5871908758202614,0.0,0,0,6,3,ambiguous,False,False,True,0.8333333333333334,1.4860000000000002,ambiguous,open,ambiguous,open,0.008099549028329862,0.5318873848146429,0.46001306615702714,open,0.5318873848146429,open
poster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,0.3231305555555554,6,1,poster,2.643175687482654e-05,0.6562743313773061,0.0666666666666666,1,0,6,2,open,False,False,True,1.0,0.6462611111111108,open,open,open,open,0.041820609936225155,0.5320969282198588,0.42608246184391424,open,0.5320969282198588,open
highlighted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.0080199999999999,11,1,highlighted,3.671077343725909e-06,0.5343829898349378,0.0666666666666666,1,0,11,3,open,False,False,True,0.6363636363636364,-0.0160399999999998,open,open,open,open,0.014137839805134758,0.5321389309158366,0.45372322927902614,open,0.5321389309158366,open
rule,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0.3102896551724138,4,1,rule,2.1292248593610268e-05,0.6465873928647587,0.1333333333333333,2,0,4,2,open,True,False,True,1.0,0.6205793103448276,open,ambiguous,open,ambiguous,0.09517419082561325,0.3726401044580156,0.5321857047163718,open,0.5321857047163718,open
teams,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.6107049999999999,5,1,teams,1.4684309374903634e-05,0.6282723810177272,0.1333333333333333,2,0,5,2,open,False,False,True,1.0,1.2214099999999999,open,ambiguous,open,ambiguous,0.018042667242283865,0.4497405885203348,0.5322167442373827,open,0.5322167442373827,open
validate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.2379615384615384,8,1,validate,9.54480109368736e-06,0.6039359308784116,0.0666666666666666,1,0,8,4,open,False,False,True,0.875,0.4759230769230768,open,open,open,open,0.031111109773067466,0.5322835904193824,0.43660529980754575,open,0.5322835904193824,open
einstein,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.4694,8,1,einstein,3.671077343725909e-06,0.5343829898349378,0.0666666666666666,1,0,8,4,open,False,False,True,0.625,0.9388,open,open,open,open,0.03217024786480398,0.5323610963562665,0.43546865577892635,open,0.5323610963562665,open
frontier,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.3473199999999999,8,1,frontier,7.342154687451817e-06,0.5871908758202614,0.1333333333333333,2,0,8,3,open,False,False,True,0.875,0.6946399999999998,open,open,open,open,0.04076071249417012,0.5323781003064414,0.42686118719938404,open,0.5323781003064414,open
several,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,246,241,0.1474113821138211,7,1,several,0.0001806170053113,0.7204910194981685,0.2,2,1,7,3,open,False,False,True,0.8571428571428571,0.2948227642276422,open,closed,open,closed,0.5324243014143188,0.29528943383980844,0.17228626474587344,closed,0.5324243014143188,open
phrasing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.28469,8,1,phrasing,7.342154687451817e-06,0.5871908758202614,0.1333333333333333,2,0,8,2,open,False,False,True,1.0,0.56938,open,open,open,open,0.04216272366414686,0.5324323698690651,0.4254049064667841,open,0.5324323698690651,open
treating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.28445,8,1,treating,7.342154687451817e-06,0.5871908758202614,0.0666666666666666,1,0,8,3,open,False,False,True,0.875,0.5689,open,open,open,open,0.04216272366414686,0.5324323698690651,0.4254049064667841,open,0.5324323698690651,open
effect,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0.3735428571428571,6,1,effect,2.0558033124865086e-05,0.644951443477734,0.1333333333333333,2,0,6,2,open,False,False,True,0.6666666666666666,0.7470857142857142,open,open,open,open,0.0407459659436083,0.5324718357039798,0.42678219835240916,open,0.5324718357039798,open
pants,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.5028181818181818,5,1,pants,8.076370156197e-06,0.5934578873666095,0.1333333333333333,2,0,5,1,open,False,False,True,1.0,1.0056363636363637,open,ambiguous,open,ambiguous,0.006326115214874606,0.46118455646410267,0.5324893283210241,open,0.5324893283210241,open
flagged,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.1023999999999999,7,1,flagged,1.6152740312394e-05,0.6331875282688906,0.0666666666666666,1,0,7,2,open,False,False,True,0.8571428571428571,0.2047999999999998,open,open,open,open,0.034324766045440956,0.5325149702523716,0.4331602637021844,open,0.5325149702523716,open
minimum,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0.1000173913043478,7,1,minimum,1.688695578113918e-05,0.6354268000766977,0.1333333333333333,2,0,7,3,open,False,False,True,0.5714285714285714,0.2000347826086956,open,open,open,open,0.034324766045440956,0.5325149702523716,0.4331602637021844,open,0.5325149702523716,open
majority,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.246192,8,1,majority,1.835538671862954e-05,0.6395392040666789,0.0666666666666666,1,0,8,3,open,False,False,True,1.0,0.492384,open,open,open,open,0.034250899846555105,0.5325824602450127,0.4331666399084285,open,0.5325824602450127,open
scene,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,42,0.5429434782608696,5,1,scene,3.377391156227836e-05,0.6664978557621422,0.0666666666666666,1,0,5,2,open,False,False,True,0.8,1.0858869565217393,open,open,open,open,0.008733670952508078,0.5325827882822669,0.45868354076522583,open,0.5325827882822669,open
applying,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.4912857142857142,8,1,applying,5.139508281216272e-06,0.5617012295157272,0.0666666666666666,1,0,8,2,open,False,False,True,0.875,0.9825714285714284,open,open,open,open,0.030500054676881452,0.5327308332026554,0.4367691121204599,open,0.5327308332026554,open
utilization,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.08906,11,1,utilization,3.671077343725909e-06,0.5343829898349378,0.0666666666666666,1,0,11,6,open,False,False,True,0.7272727272727273,0.17812,open,open,open,open,0.03075830938754492,0.532800767529067,0.4364409230833855,open,0.532800767529067,open
refer,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0.3574310344827587,5,1,refer,2.1292248593610268e-05,0.6465873928647587,0.1333333333333333,2,0,5,2,open,False,False,True,0.6,0.7148620689655174,open,ambiguous,open,ambiguous,0.05552137229729997,0.4116770677757105,0.5328015599269905,open,0.5328015599269905,open
keyboard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,96,0.0532824999999999,8,1,keyboard,8.81058562494218e-05,0.7002176099087114,0.0666666666666666,1,0,8,3,open,False,False,True,1.0,0.1065649999999998,open,open,open,open,0.16722704075247144,0.5328457381532263,0.2999272210943019,open,0.5328457381532263,open
remotely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0.2655333333333333,8,1,remotely,8.810585624942181e-06,0.5989937658314455,0.0666666666666666,1,0,8,3,open,False,False,True,0.875,0.5310666666666666,open,open,open,open,0.03305025817033183,0.5328581343376386,0.4340916074920253,open,0.5328581343376386,open
beast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.5718894736842105,5,1,beast,1.3950093906158452e-05,0.6255609474815194,0.0666666666666666,1,0,5,2,open,False,False,True,1.0,1.143778947368421,open,ambiguous,open,ambiguous,0.00964235485498564,0.4574500445230884,0.5329076006219275,open,0.5329076006219275,open
remind,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,0.2769073170731708,6,1,remind,3.010283421855245e-05,0.6617935805169496,0.0666666666666666,1,0,6,2,open,False,False,True,1.0,0.5538146341463416,open,open,open,open,0.03613709900154052,0.5329289827243994,0.4309339182740583,open,0.5329289827243994,open
must,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,387,370,0.4428080103359177,4,1,must,0.0002841413864043,0.7316559809888568,0.2,2,0,4,1,open,True,False,True,1.0,0.8856160206718354,open,closed,open,closed,0.5329369429369598,0.2959842880527376,0.17107876901030447,closed,0.5329369429369598,open
billions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.4109857142857143,8,1,billions,5.139508281216272e-06,0.5617012295157272,0.0666666666666666,1,0,8,3,open,False,False,True,0.75,0.8219714285714286,open,open,open,open,0.041756505021385365,0.5329788180457082,0.42526467693290226,open,0.5329788180457082,open
published,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.2449799999999999,9,1,published,3.671077343725909e-06,0.5343829898349378,0.1333333333333333,2,0,9,3,open,False,False,True,1.0,0.4899599999999998,open,open,open,open,0.015228841080098124,0.532981394876931,0.45178976404296756,open,0.532981394876931,open
regenerating,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.13716,12,1,regenerating,3.671077343725909e-06,0.5343829898349378,0.1333333333333333,2,0,12,5,open,False,False,True,0.5833333333333334,0.27432,open,open,open,open,0.019050374966512938,0.5330458349346323,0.44790379009885206,open,0.5330458349346323,open
restore,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0.2504999999999999,7,1,restore,2.7900187812316904e-05,0.6585957192988778,0.1333333333333333,2,0,7,3,open,False,False,True,0.7142857142857143,0.5009999999999998,open,open,open,open,0.038445345390707666,0.5330463453142825,0.42850830929500716,open,0.5330463453142825,open
score,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,30,0.3255363636363636,5,1,score,2.4229110468590995e-05,0.6524554708460382,0.2,3,0,5,2,open,False,False,True,1.0,0.6510727272727272,open,ambiguous,open,ambiguous,0.07081983386253225,0.39606672598699233,0.5331134401504765,open,0.5331134401504765,open
kro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0.4235227272727272,3,1,kro,1.6152740312394e-05,0.6331875282688906,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.8470454545454544,ambiguous,ambiguous,ambiguous,ambiguous,0.14202306987611985,0.32467376637084905,0.5333031637530319,open,0.5333031637530319,open
enabling,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.2213999999999999,8,1,enabling,8.810585624942181e-06,0.5989937658314455,0.1333333333333333,2,0,8,3,open,False,False,True,0.875,0.4427999999999998,open,open,open,open,0.032634092919939975,0.5333836413822869,0.4339822656977691,open,0.5333836413822869,open
decide,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0.0546285714285714,6,1,decide,2.0558033124865086e-05,0.644951443477734,0.0666666666666666,1,0,6,3,open,False,False,True,0.6666666666666666,0.1092571428571428,open,open,open,open,0.011614978602475474,0.533394048609174,0.4549909727883487,open,0.533394048609174,open
messes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0.0285607142857142,6,1,messes,2.0558033124865086e-05,0.644951443477734,0.1333333333333333,2,0,6,2,open,False,False,True,0.5,0.0571214285714284,open,open,open,open,0.011614978602475474,0.533394048609174,0.4549909727883487,open,0.533394048609174,open
avoiding,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1066111111111111,8,1,avoiding,6.607939218706635e-06,0.5800052903735844,0.0666666666666666,1,0,8,4,open,False,False,True,0.875,0.2132222222222222,open,open,open,open,0.02703671111842638,0.5335537347861639,0.43940955409540644,open,0.5335537347861639,open
shortcut,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.2239454545454545,8,1,shortcut,8.076370156197e-06,0.5934578873666095,0.1333333333333333,2,0,8,2,open,False,False,True,0.875,0.447890909090909,open,open,open,open,0.032634092919939975,0.5335727124914856,0.43379319458857046,open,0.5335727124914856,open
lush,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.9126166666666666,4,1,lush,4.405292812471091e-06,0.5496051325127768,0.1333333333333333,2,0,4,1,open,True,False,True,1.0,1.8252333333333333,open,open,open,open,0.005492697831966963,0.5335763957505582,0.4609309064174758,open,0.5335763957505582,open
crafted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6083,7,1,crafted,4.405292812471091e-06,0.5496051325127768,0.0666666666666666,1,0,7,2,open,False,False,True,1.0,1.2166,open,open,open,open,0.014688020120315356,0.5336331893025492,0.4516787905771343,open,0.5336331893025492,open
elderly,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.6104999999999999,7,1,elderly,3.671077343725909e-06,0.5343829898349378,0.1333333333333333,2,0,7,2,open,False,False,True,0.7142857142857143,1.2209999999999999,open,open,open,open,0.014688020120315356,0.5337731307027531,0.45153884917693027,open,0.5337731307027531,open
protocol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.2145363636363636,8,1,protocol,8.076370156197e-06,0.5934578873666095,0.0666666666666666,1,0,8,3,open,False,False,True,0.75,0.4290727272727272,open,open,open,open,0.032634092919939975,0.533780070858665,0.433585836221391,open,0.533780070858665,open
stood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0.4786136363636364,5,1,stood,1.6152740312394e-05,0.6331875282688906,0.0666666666666666,1,0,5,2,open,False,False,True,0.8,0.9572272727272728,open,ambiguous,open,ambiguous,0.0337451874246417,0.43246883452166146,0.533785978053698,open,0.533785978053698,open
reviewed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.2481071428571428,8,1,reviewed,1.0279016562432543e-05,0.6083877907186052,0.0666666666666666,1,0,8,4,open,False,False,True,0.75,0.4962142857142856,open,open,open,open,0.032514950876585354,0.5338070292600128,0.4336780198633978,open,0.5338070292600128,open
quotes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.5844642857142857,6,1,quotes,1.0279016562432543e-05,0.6083877907186052,0.1333333333333333,2,0,6,3,open,False,False,True,1.0,1.1689285714285713,open,open,open,open,0.009522660587180175,0.5338233784384241,0.4566539609743948,open,0.5338233784384241,open
status,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,-0.0409357142857142,6,1,status,2.0558033124865086e-05,0.644951443477734,0.0666666666666666,1,0,6,2,open,False,False,True,0.6666666666666666,-0.0818714285714284,open,open,open,open,0.011614978602475474,0.5339482906308234,0.4544367307666995,open,0.5339482906308234,open
cheapest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.0260166666666666,8,1,cheapest,4.405292812471091e-06,0.5496051325127768,0.0,0,0,8,3,ambiguous,False,False,True,0.875,-0.0520333333333332,ambiguous,open,ambiguous,open,0.011817283417874268,0.5340004709388814,0.45418224564324144,open,0.5340004709388814,open
suit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.53045,4,1,suit,1.7621171249884363e-05,0.6375399955160673,0.1333333333333333,2,0,4,2,open,True,False,True,1.0,1.0609,open,ambiguous,open,ambiguous,0.010710370722130887,0.45513093612709365,0.534158693150777,open,0.534158693150777,open
pretend,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.07705625,7,1,pretend,1.1747447499922908e-05,0.6161216046825284,0.1333333333333333,2,0,7,2,open,False,False,True,0.8571428571428571,0.1541125,open,open,open,open,0.03441124519719564,0.5342308437719385,0.4313579110308625,open,0.5342308437719385,open
pack,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.3295749999999999,4,1,pack,1.4684309374903634e-05,0.6282723810177272,0.1333333333333333,2,0,4,1,open,True,False,True,1.0,0.6591499999999998,open,ambiguous,open,ambiguous,0.10706020225048302,0.35870277105441833,0.534237026695099,open,0.534237026695099,open
becouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.5800857142857143,7,0,because,5.139508281216272e-06,0.5617012295157272,0.0,0,0,7,4,ambiguous,False,False,True,0.8571428571428571,1.1601714285714286,ambiguous,open,ambiguous,open,0.010051467882857969,0.5343026807550026,0.45564585136213764,open,0.5343026807550026,open
caveats,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.0894399999999999,7,1,caveats,3.671077343725909e-06,0.5343829898349378,0.0666666666666666,1,0,7,3,open,False,False,True,0.8571428571428571,-0.1788799999999998,open,open,open,open,0.015327425657752851,0.5343432370031813,0.4503293373390635,open,0.5343432370031813,open
patients,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.06964,8,1,patients,3.671077343725909e-06,0.5343829898349378,0.0666666666666666,1,0,8,3,open,False,False,True,0.875,-0.13928,open,open,open,open,0.011817283417874268,0.5343950784643444,0.45378763811777856,open,0.5343950784643444,open
hurts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,-0.39345,5,1,hurts,8.810585624942181e-06,0.5989937658314455,0.1333333333333333,2,0,5,1,open,False,False,True,1.0,-0.7869,open,ambiguous,open,ambiguous,0.0031974497542108073,0.4623576413280704,0.5344449089177202,open,0.5344449089177202,open
exposing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4745833333333333,8,1,exposing,4.405292812471091e-06,0.5496051325127768,0.0666666666666666,1,0,8,3,open,False,False,True,1.0,0.9491666666666666,open,open,open,open,0.03217024786480398,0.5344600655810126,0.43336968655418057,open,0.5344600655810126,open
prevents,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.24622,8,1,prevents,1.1013232031177723e-05,0.6124288945957818,0.0666666666666666,1,0,8,2,open,False,False,True,0.875,0.49244,open,open,open,open,0.032514950876585354,0.5345313890096954,0.4329536601137153,open,0.5345313890096954,open
ki,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,240,0.2090261764705881,2,1,ki,0.0002496332593733,0.7285777869300112,0.0666666666666666,1,0,2,1,open,True,False,True,1.0,0.4180523529411762,open,closed,open,closed,0.5346726300207961,0.17155627500675422,0.29377109497245013,closed,0.5346726300207961,open
wrapped,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5815,7,1,wrapped,4.405292812471091e-06,0.5496051325127768,0.1333333333333333,2,0,7,2,open,False,False,True,0.8571428571428571,1.163,open,open,open,open,0.010006391836446839,0.534890111741151,0.4551034964224006,open,0.534890111741151,open
